trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction.started,key_resp1.started,instructions.stopped,key_resp1.keys,key_resp1.rt,key_resp1.duration,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,thank_you.started,text_2.started,key_resp.started,thank_you.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
3,5,4,9,42,2,5,7,8,7,8,1,[3.1984962000278756],[3.1985060999868438],5,2,42,2,290.3759925,,,,,,,,,290.3600198,290.3759925,290.8593902,290.8594541,290.8753341,292.291313,7,8,292.2918728,292.307096,293.5059261,293.5059261,293.5227867,293.605785,296.8047213,7,8,1,[3.1984962000278756],[3.1985060999868438],290.8753341,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,43,3,5,9,3,9,3,1,[3.447124100057408],[3.447133500012569],5,3,43,3,296.8192564,,,,,,,,,296.805019,296.8192564,297.303251,297.3033156,297.3189031,298.7347703,9,3,298.7353397,298.7506469,299.9494643,299.9494643,299.9494643,300.0498281,303.4973456,9,3,1,[3.447124100057408],[3.447133500012569],297.3189031,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,44,4,5,1,4,1,7,1,[3.513869100017473],[3.513878699974157],5,4,44,4,303.5132201,,,,,,,,,303.4976265,303.5132201,304.0130637,304.0131359,304.0290011,305.4276648,1,4,305.4282325,305.444579,306.6429017,306.6429017,306.6595814,306.7427993,310.2571025,1,7,1,[3.513869100017473],[3.513878699974157],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,45,5,5,1,9,1,9,1,[3.5470446000108495],[3.547053400077857],5,5,45,5,310.2725375,,,,,,,,,310.2573885,310.2725375,310.7561965,310.7562606,310.7727622,312.1875839,1,9,312.1881317,312.2041864,313.3861965,313.3861965,313.4195215,313.5027356,317.0501656,1,9,1,[3.5470446000108495],[3.547053400077857],310.7727622,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,46,6,5,9,2,9,2,1,[3.1983727999031544],[3.1983816999709234],5,6,46,6,317.0662426,,,,,,,,,317.0504683,317.0662426,317.5498401,317.5499062,317.5655108,318.9812257,9,2,318.981781,318.9980612,320.1961351,320.1961351,320.2131993,320.3120711,323.5108457,9,2,1,[3.1983727999031544],[3.1983816999709234],317.5655108,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,47,7,5,1,7,1,7,1,[3.047543999971822],[3.047553400043398],5,7,47,7,323.5268029,,,,,,,,,323.5111164,323.5268029,324.0097363,324.0098025,324.025825,325.4413152,1,7,325.4418587,325.4580488,326.6563003,326.6563003,326.6729642,326.7564235,329.8044082,1,7,1,[3.047543999971822],[3.047553400043398],324.025825,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,48,0,6,5,9,5,9,1,[4.0800896000582725],[4.080098500009626],6,0,48,0,329.8205598,,,,,,,,,329.8046957,329.8205598,330.3039429,330.3040079,330.3200536,331.7357957,5,9,331.7363904,331.7521908,332.9500454,332.9500454,332.9676849,333.0499352,337.1304498,5,9,1,[4.0800896000582725],[4.080098500009626],330.3200536,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,49,1,6,5,4,5,7,1,[2.7484510999638587],[2.7484601999167353],6,1,49,1,337.1461975,,,,,,,,,337.1307384,337.1461975,337.6291357,337.6292006,337.6459064,339.0611771,5,4,339.0617147,339.0777201,340.2761423,340.2761423,340.2928307,340.3762311,343.1251065,5,7,1,[2.7484510999638587],[2.7484601999167353],337.6459064,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,50,2,6,6,9,6,9,1,[3.031389099895023],[3.0313983999658376],6,2,50,2,343.1405356,,,,,,,,,343.1253985,343.1405356,343.6239752,343.6240415,343.6397366,345.0551085,6,9,345.0556931,345.071885,346.2535245,346.2535245,346.2870401,346.353423,349.3852456,6,9,1,[3.031389099895023],[3.0313983999658376],343.6397366,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,51,3,6,1,6,1,6,1,[4.579655600013211],[4.579664700082503],6,3,51,3,349.400607,,,,,,,,,349.3855379,349.400607,349.884257,349.8843227,349.8998106,351.3160596,1,6,351.3166018,351.33254,352.5306411,352.5306411,352.5306411,352.630577,357.210654,1,6,1,[4.579655600013211],[4.579664700082503],349.8998106,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,52,4,6,8,8,8,9,1,[2.9807460999581963],[2.9807555000297725],6,4,52,4,357.2260739,,,,,,,,,357.2109363,357.2260739,357.7091949,357.7092599,357.7258824,359.1411203,8,8,359.1416619,359.1581072,360.3562082,360.3562082,360.3733252,360.4565801,363.4377766,8,9,1,[2.9807460999581963],[2.9807555000297725],357.7258824,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,53,5,6,1,2,1,2,1,[4.080247599980794],[4.080256899935193],6,5,53,5,363.4530915,,,,,,,,,363.4380727,363.4530915,363.9368643,363.9369307,363.9525235,365.3690384,1,2,365.3696022,365.3849123,366.5834401,366.5834401,366.6008072,366.6832612,370.763936,1,2,1,[4.080247599980794],[4.080256899935193],363.9525235,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,54,6,6,3,6,3,6,1,[3.6138009999413043],[3.6138093000045046],6,6,54,6,370.7796949,,,,,,,,,370.76423,370.7796949,371.263176,371.2632419,371.2789314,372.6948048,3,6,372.6953781,372.7108448,373.9094892,373.9094892,373.9266804,374.0093675,377.6235662,3,6,1,[3.6138009999413043],[3.6138093000045046],371.2789314,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,55,7,6,5,9,5,9,1,[3.4311133000301197],[3.431122799986042],6,7,55,7,377.6390519,,,,,,,,,377.6238493,377.6390519,378.1232551,378.1233191,378.1391126,379.5547433,5,9,379.5552839,379.5705876,380.7693613,380.7693613,380.7866401,380.8692041,384.3007557,5,9,1,[3.4311133000301197],[3.431122799986042],378.1391126,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,56,0,7,8,3,8,3,1,[6.01230800000485],[6.012317200074904],7,0,56,0,384.3161529,,,,,,,,,384.3010439,384.3161529,384.7990735,384.7991387,384.816015,386.2308098,8,3,386.2316949,386.2478093,387.4296037,387.4296037,387.4626284,387.529232,393.5419926,8,3,1,[6.01230800000485],[6.012317200074904],384.816015,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,57,1,7,9,1,9,1,1,[3.897023699944839],[3.8970323998946697],7,1,57,1,393.5565569,,,,,,,,,393.5422917,393.5565569,394.0407162,394.0407822,394.0568871,395.4725007,9,1,395.4732376,395.4880037,396.6868715,396.6868715,396.7035898,396.7867178,400.6841717,9,1,1,[3.897023699944839],[3.8970323998946697],394.0568871,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,58,2,7,7,5,7,5,1,[3.363620899966918],[3.3636297000339255],7,2,58,2,400.6994737,,,,,,,,,400.6844329,400.6994737,401.1831632,401.1832296,401.1988956,402.6149282,7,5,402.6155718,402.631968,403.8298355,403.8298355,403.8472563,403.9296605,407.2937091,7,5,1,[3.363620899966918],[3.3636297000339255],401.1988956,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,59,3,7,8,3,8,9,1,[2.6809828999685124],[2.6809916999191046],7,3,59,3,407.3095597,,,,,,,,,407.2940175,407.3095597,407.7936558,407.7937209,407.8091244,409.2254647,8,3,409.2260016,409.2417745,410.4398562,410.4398562,410.4569295,410.5398064,413.2212408,8,9,1,[2.6809828999685124],[2.6809916999191046],407.8091244,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,60,4,7,5,9,5,9,1,[3.8637028000084683],[3.8637122000800446],7,4,60,4,413.2378411,,,,,,,,,413.2215221,413.2378411,413.7374016,413.7374758,413.7538606,415.1530339,5,9,415.1536097,415.1692617,416.3673393,416.3673393,416.3843547,416.4673839,420.3315498,5,9,1,[3.8637028000084683],[3.8637122000800446],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,61,5,7,4,4,4,6,1,[3.3807544999290258],[3.3807637999998406],7,5,61,5,420.347496,,,,,,,,,420.3318171,420.347496,420.8302301,420.8302974,420.8460774,422.2622464,4,4,422.2628089,422.2783902,423.4769313,423.4769313,423.4935116,423.5767717,426.9580319,4,6,1,[3.3807544999290258],[3.3807637999998406],420.8460774,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,62,6,7,4,9,4,9,1,[3.647475100005977],[3.6474834999535233],7,6,62,6,426.9741915,,,,,,,,,426.9583167,426.9741915,427.4730452,427.473117,427.4896872,428.8892794,4,9,428.889851,428.904902,430.1037363,430.1037363,430.1037363,430.203588,433.8514997,4,9,1,[3.647475100005977],[3.6474834999535233],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,63,7,7,5,8,5,8,1,[2.94792609999422],[2.947934800060466],7,7,63,7,433.8673951,,,,,,,,,433.8517956,433.8673951,434.3503077,434.3503733,434.3667391,435.7820465,5,8,435.7825886,435.7984574,436.9803216,436.9803216,437.0142707,437.0967466,440.045145,5,8,1,[2.94792609999422],[2.947934800060466],434.3667391,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,64,0,8,6,2,6,2,1,[2.9812568000052124],[2.9812664999626577],8,0,64,0,440.0609957,,,,,,,,,440.0454458,440.0609957,440.543795,440.5438608,440.5607393,441.9761761,6,2,441.9767191,441.9927719,443.1907572,443.1907572,443.2080563,443.2905787,446.2723199,6,2,1,[2.9812568000052124],[2.9812664999626577],440.5607393,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,65,1,8,7,5,7,9,1,[3.2474806999089196],[3.247490599984303],8,1,65,1,446.2875869,,,,,,,,,446.2726019,446.2875869,446.7711354,446.771201,446.7878094,448.2031012,7,5,448.203669,448.2198567,449.4179003,449.4179003,449.435291,449.5178071,452.7657961,7,9,1,[3.2474806999089196],[3.247490599984303],446.7878094,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,66,2,8,3,2,3,2,1,[3.414372800034471],[3.4143818999873474],8,2,66,2,452.7811207,,,,,,,,,452.7660925,452.7811207,453.2652013,453.2652652,453.2812821,454.6962238,3,2,454.6967847,454.7125635,455.9280955,455.9280955,455.9447219,456.0112834,459.4261281,3,2,1,[3.414372800034471],[3.4143818999873474],453.2812821,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,67,3,8,7,9,7,9,1,[2.6660297999624163],[2.666040000040084],8,3,67,3,459.4415227,,,,,,,,,459.4264204,459.4415227,459.925093,459.9251578,459.9411821,461.3564997,7,9,461.3570622,461.3733195,462.5715132,462.5715132,462.5880552,462.6713313,465.3378612,7,9,1,[2.6660297999624163],[2.666040000040084],459.9411821,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,68,4,8,8,3,8,4,1,[3.1312431999249384],[3.131253100000322],8,4,68,4,465.3521743,,,,,,,,,465.338156,465.3521743,465.8358905,465.8359569,465.8519896,467.2678948,8,3,467.2684564,467.2841236,468.4823044,468.4823044,468.4993566,468.5821568,471.7138799,8,4,1,[3.1312431999249384],[3.131253100000322],465.8519896,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,69,5,8,3,7,1,3,1,[4.412824200000614],[4.412833399954252],8,5,69,5,471.7290093,,,,,,,,,471.7141787,471.7290093,472.2123001,472.2123661,472.2293188,473.6447388,3,7,473.6452923,473.6609393,474.859306,474.859306,474.8765236,474.9593666,479.3726543,1,3,1,[4.412824200000614],[4.412833399954252],472.2293188,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,70,6,8,9,9,9,9,1,[3.297490599914454],[3.2974993999814615],8,6,70,6,479.388325,,,,,,,,,479.3729331,479.388325,479.871803,479.8718679,479.8882651,481.3032348,9,9,481.3038081,481.3202742,482.5185872,482.5185872,482.5357689,482.6016042,485.8995771,9,9,1,[3.297490599914454],[3.2974993999814615],479.8882651,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,71,7,8,9,3,6,3,1,[3.4635024999734014],[3.463511599926278],8,7,71,7,485.9158813,,,,,,,,,485.8998379,485.9158813,486.3986623,486.3987281,486.4143622,487.830896,9,3,487.831446,487.8471352,489.0452586,489.0452586,489.0621168,489.1451746,492.6091274,6,3,1,[3.4635024999734014],[3.463511599926278],486.4143622,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,72,0,9,8,2,9,2,1,[3.430763899930753],[3.43077199999243],9,0,72,0,492.6254464,,,,,,,,,492.6093891,492.6254464,493.1086157,493.1086816,493.1244403,494.5409717,8,2,494.541538,494.5566455,495.7552599,495.7552599,495.7718587,495.8551171,499.2863646,9,2,1,[3.430763899930753],[3.43077199999243],493.1244403,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,73,1,9,2,3,2,3,1,[4.04710789991077],[4.0471163999754936],9,1,73,1,499.3024006,,,,,,,,,499.2866445,499.3024006,499.7855273,499.7855943,499.8019842,501.2174708,2,3,501.2180187,501.2330646,502.4319833,502.4319833,502.4494158,502.5318205,506.5794377,2,3,1,[4.04710789991077],[4.0471163999754936],499.8019842,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,74,2,9,1,6,1,6,1,[7.609691300080158],[7.609700400033034],9,2,74,2,506.5944038,,,,,,,,,506.5796985,506.5944038,507.0778825,507.0779492,507.09402,508.5103716,1,6,508.5109558,508.5258928,509.7249315,509.7249315,509.7420897,509.8247455,517.4349528,1,6,1,[7.609691300080158],[7.609700400033034],507.09402,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,75,3,9,6,5,6,5,1,[3.6311255000764504],[3.6311356000369415],9,3,75,3,517.4510081,,,,,,,,,517.4352402,517.4510081,517.9342263,517.9342912,517.9502628,519.3661625,6,5,519.3667267,519.3817252,520.5805918,520.5805918,520.5973244,520.6805157,524.3121696,6,5,1,[3.6311255000764504],[3.6311356000369415],517.9502628,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,76,4,9,6,9,6,9,1,[4.2135295999469236],[4.213537800009362],9,4,76,4,524.3268325,,,,,,,,,524.3124555,524.3268325,524.8105218,524.8105872,524.8263504,526.2427975,6,9,526.2433413,526.2590049,527.4570919,527.4570919,527.4744695,527.5729398,531.7869485,6,9,1,[4.2135295999469236],[4.213537800009362],524.8263504,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,77,5,9,6,4,4,7,1,[3.749502000049688],[3.7495120000094175],9,5,77,5,531.8027192,,,,,,,,,531.7872269,531.8027192,532.2868312,532.2868979,532.3021223,533.7178938,6,4,533.7184461,533.7341778,534.9490033,534.9490033,534.9664201,535.0486347,538.7986711,4,7,1,[3.749502000049688],[3.7495120000094175],532.3021223,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,78,6,9,8,9,8,9,1,[3.680547699914314],[3.6805566999828443],9,6,78,6,538.8132531,,,,,,,,,538.798953,538.8132531,539.2965819,539.2966466,539.3121882,540.7275879,8,9,540.7281545,540.7442269,541.9261445,541.9261445,541.959593,542.0425745,545.7236228,8,9,1,[3.680547699914314],[3.6805566999828443],539.3121882,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,79,7,9,4,1,4,1,1,[3.9645379999419674],[3.9645472000120208],9,7,79,7,545.7394584,,,,,,,,,545.723903,545.7394584,546.2385017,546.2385778,546.2557231,547.6552887,4,1,547.6558484,547.6711683,548.8692681,548.8692681,548.8860134,548.9690761,552.934131,4,1,1,[3.9645379999419674],[3.9645472000120208],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,80,0,10,9,6,9,3,1,[3.11392369994428],[3.1139327000128105],10,0,80,0,552.9487204,,,,,,,,,552.9344088,552.9487204,553.4320201,553.4320919,553.4478311,554.8635943,9,6,554.8641666,554.880642,556.0620795,556.0620795,556.0955361,556.1619579,559.2763676,9,3,1,[3.11392369994428],[3.1139327000128105],553.4478311,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,81,1,10,1,1,1,7,1,[2.964749399921857],[2.964759900001809],10,1,81,1,559.2930822,,,,,,,,,559.2766316,559.2930822,559.7921664,559.7922668,559.8085054,561.2080376,1,1,561.2086036,561.2235491,562.4223054,562.4223054,562.4223054,562.5222993,565.4876335,1,7,1,[2.964749399921857],[2.964759900001809],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,82,2,10,3,1,3,7,1,[3.2650460000149906],[3.2650551999686286],10,2,82,2,565.5030443,,,,,,,,,565.4879505,565.5030443,565.9861688,565.9862333,566.0028553,567.4177655,3,1,567.4183243,567.4340319,568.6329377,568.6329377,568.6497038,568.7487334,572.014324,3,7,1,[3.2650460000149906],[3.2650551999686286],566.0028553,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,83,3,10,4,9,4,9,1,[3.1472670000512153],[3.147276600007899],10,3,83,3,572.0306844,,,,,,,,,572.014604,572.0306844,572.5295516,572.5296263,572.545597,573.9453168,4,9,573.9458851,573.9609156,575.159715,575.159715,575.159715,575.2596475,578.4074464,4,9,1,[3.1472670000512153],[3.147276600007899],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,84,4,10,7,7,7,6,1,[3.6143794000381604],[3.6143876999849454],10,4,84,4,578.4230812,,,,,,,,,578.4077594,578.4230812,578.9072764,578.9073431,578.9232841,580.3383908,7,7,580.3389999,580.3546435,581.5533825,581.5533825,581.570018,581.6695082,585.2843893,7,6,1,[3.6143794000381604],[3.6143876999849454],578.9232841,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,85,5,10,5,8,5,8,1,[5.195947500062175],[5.195957100018859],10,5,85,5,585.300398,,,,,,,,,585.2846922,585.300398,585.7998642,585.7999397,585.816256,587.2148668,5,8,587.2154464,587.2311352,588.4299543,588.4299543,588.4469776,588.5297842,593.7262823,5,8,1,[5.195947500062175],[5.195957100018859],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,86,6,10,4,4,4,4,1,[7.226541600073688],[7.226550800027326],10,6,86,6,593.7413987,,,,,,,,,593.7265868,593.7413987,594.2247441,594.2248214,594.2408034,595.6565987,4,4,595.6572249,595.6728119,596.8718094,596.8718094,596.8882586,596.9717395,604.1988102,4,4,1,[7.226541600073688],[7.226550800027326],594.2408034,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,87,7,10,8,9,8,9,1,[4.646637900033966],[4.6466485999990255],10,7,87,7,604.2149917,,,,,,,,,604.1991399,604.2149917,604.6983252,604.6983948,604.714373,606.1295758,8,9,606.1301638,606.1459611,607.3445921,607.3445921,607.3614119,607.4443677,612.0916112,8,9,1,[4.646637900033966],[4.6466485999990255],604.714373,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,88,0,11,2,2,2,7,1,[3.197645799955353],[3.1976552000269294],11,0,88,0,612.1065373,,,,,,,,,612.0919367,612.1065373,612.5897859,612.5898669,612.6059143,614.0222503,2,2,614.0228014,614.0380319,615.2372093,615.2372093,615.25366,615.3365056,618.534666,2,7,1,[3.197645799955353],[3.1976552000269294],612.6059143,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,89,1,11,7,7,7,6,1,[2.7643331999424845],[2.7643467999296263],11,1,89,1,618.5504896,,,,,,,,,618.534929,618.5504896,619.0339546,619.0340449,619.0495003,620.4658396,7,7,620.4664282,620.4815873,621.6804921,621.6804921,621.6804921,621.7803933,624.5453431,7,6,1,[2.7643331999424845],[2.7643467999296263],619.0495003,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
3,5,4,9,90,2,11,5,9,5,9,1,[3.8308355000335723],[3.830848600016907],11,2,90,2,624.5609157,,,,,,,,,624.545654,624.5609157,625.0440574,625.044129,625.0602341,626.4757847,5,9,626.4763239,626.4922101,627.7069242,627.7069242,627.7244368,627.7909639,631.6224749,5,9,1,[3.8308355000335723],[3.830848600016907],625.0602341,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
4,8,4,12,91,3,11,1,3,1,3,1,[3.9144825999392197],[3.9144943999126554],11,3,91,3,631.6372389,,,,,,,,,631.6228028,631.6372389,632.1207477,632.1208293,632.1364716,633.5525836,1,3,633.5531995,633.5685833,634.7831983,634.7831983,634.8006859,634.8997399,638.8148404,1,3,1,[3.9144825999392197],[3.9144943999126554],632.1364716,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
5,2,5,7,92,4,11,8,2,8,2,1,[4.17953929991927],[4.17954759998247],11,4,92,4,638.830156,,,,,,,,,638.8151563,638.830156,639.3132118,639.3132779,639.3298575,640.7459482,8,2,640.7465011,640.761514,641.9601518,641.9601518,641.9770231,642.0600501,646.2400953,8,2,1,[4.17953929991927],[4.17954759998247],639.3298575,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
6,3,5,8,93,5,11,1,1,1,3,1,[4.2963082999922335],[4.29631700005848],11,5,93,5,646.2564172,,,,,,,,,646.2403708,646.2564172,646.7559979,646.756071,646.7722694,648.1710405,1,1,648.1716031,648.1873151,649.3852183,649.3852183,649.4026911,649.486237,653.7830957,1,3,1,[4.2963082999922335],[4.29631700005848],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
7,5,5,10,94,6,11,5,4,5,4,1,[3.5806705999420956],[3.5806801000144333],11,6,94,6,653.7985337,,,,,,,,,653.7833874,653.7985337,654.2816731,654.2817375,654.2977098,655.7136619,5,4,655.7142083,655.7304775,656.9286564,656.9286564,656.9460243,657.0286588,660.6098916,5,4,1,[3.5806705999420956],[3.5806801000144333],654.2977098,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
8,8,5,13,95,7,11,7,8,1,8,1,[5.145661900052801],[5.14567190001253],11,7,95,7,660.6257825,,,,,,,,,660.6101696,660.6257825,661.1089939,661.1090625,661.1242936,662.5409906,7,8,662.5415342,662.5566561,663.7551953,663.7551953,663.7719811,663.8558475,669.0021261,1,8,1,[5.145661900052801],[5.14567190001253],661.1242936,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
1,2,4,6,96,0,12,9,2,9,2,1,[4.163889999967068],[4.1639007000485435],12,0,96,0,669.0175147,,,,,,,,,669.0024145,669.0175147,669.5163963,669.5164723,669.5334376,670.9328367,9,2,670.9339383,670.948927,672.146828,672.146828,672.1640076,672.2467191,676.4111928,9,2,1,[4.163889999967068],[4.1639007000485435],,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
2,3,4,7,97,1,12,4,8,4,3,1,[3.5815875999396667],[3.581597000011243],12,1,97,1,676.4268368,,,,,,,,,676.411484,676.4268368,676.9101336,676.9101979,676.9261784,678.3420303,4,8,678.3425837,678.3578222,679.5719523,679.5719523,679.589555,679.6718031,683.2539702,4,3,1,[3.5815875999396667],[3.581597000011243],676.9261784,,,,,,,,p3,1,2025-11-19_19h57.32.102,untitled,,2025.1.1,60.19230235,2025-11-19 19h57.38.780898 +0530
