reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78,80,162,0,0,0,t,1.8905596999975387,None,0,0,0,6,0.09677559998817742,,0.08422270001028664,0.09677559998817742,1.0148426000087056,1.0148426000087056,1.098228199989535,2.9232983000110835,t,1.8905596999975387,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
27,50,21,1,1,0,l,1.4104268999944907,None,0,1,1,2,2.9443861999898218,,2.9339863999921363,2.9443861999898218,3.9287540999939665,3.9287540999939665,3.945470700011356,5.344703999988269,l,1.4104268999944907,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
40,55,62,2,2,0,t,1.0308511999901384,None,0,2,2,3,5.375800500012701,,5.3545012999966275,5.375800500012701,6.360213100007968,6.360213100007968,6.376825299987104,7.393525999999838,t,1.0308511999901384,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
15,35,13,3,3,0,t,4.161986599996453,None,0,3,3,1,7.423721500003012,,7.402366800000891,7.423721500003012,8.40769970000838,8.40769970000838,8.424258699989878,12.571227000007639,t,4.161986599996453,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
49,60,89,4,4,0,t,0.6994787000003271,None,0,4,4,4,12.60200949999853,,12.580595999985235,12.60200949999853,13.585522100009257,13.585522100009257,13.602162099996349,14.286318300000858,t,0.6994787000003271,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
11,30,7,5,5,0,t,0.9037262000201736,None,0,5,5,0,14.301369900000282,,14.293023700010963,14.301369900000282,15.300786600011634,15.300786600011634,15.300786600011634,16.216854199999943,t,0.9037262000201736,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
67,75,119,6,6,0,t,0.5425531000073534,None,0,6,6,5,16.232961900008377,,16.223760399996536,16.232961900008377,17.215525800012983,17.215525800012983,17.231884899985744,17.76532030000817,t,0.5425531000073534,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
49,60,89,7,0,1,t,0.4653604999766685,None,1,0,7,4,17.781312700011767,,17.77209589999984,17.781312700011767,18.780567400011932,18.780567400011932,18.780567400011932,19.24842869999702,t,0.4653604999766685,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
11,30,7,8,1,1,t,0.4838064000068698,None,1,1,8,0,19.263209500000812,,19.254749399988214,19.263209500000812,20.26271350000752,20.26271350000752,20.26271350000752,20.762724300002446,t,0.4838064000068698,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
27,50,21,9,2,1,t,0.3926852000004146,None,1,2,9,2,20.77834509999957,,20.769817599997623,20.77834509999957,21.77742319999379,21.77742319999379,21.77742319999379,22.1776935000089,t,0.3926852000004146,None,p3,001,2025-11-02_19h25.50.646,delay discounting task,,2025.1.1,60.2772028023407,2025-11-02 19h29.19.188910 +0530,
