trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction.started,key_resp1.started,instructions.stopped,key_resp1.keys,key_resp1.rt,key_resp1.duration,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,thank_you.started,text_2.started,key_resp.started,thank_you.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
7,5,5,10,54,6,6,9,7,7,9,1,[3.5139686999609694],[3.513979399926029],6,6,54,6,375.4116142,,,,,,,,,375.3979029,375.4116142,375.8956383,375.8957021,375.9114041,377.3275953,9,7,377.3281231,377.3438911,378.5419317,378.5419317,378.5593411,378.6417075,382.1561703,7,9,1,[3.5139686999609694],[3.513979399926029],375.9114041,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,55,7,6,4,6,4,6,1,[3.097749299951829],[3.097757800016552],6,7,55,7,382.1725063,,,,,,,,,382.1564693,382.1725063,382.6721461,382.6722232,382.6884697,384.0875495,4,6,384.0880785,384.1038754,385.3019565,385.3019565,385.3193239,385.4017107,388.4999048,4,6,1,[3.097749299951829],[3.097757800016552],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,56,0,7,3,4,3,7,1,[4.6468959000194445],[4.64690489997156],7,0,56,0,388.5161731,,,,,,,,,388.5001676,388.5161731,389.0157677,389.0158448,389.0324053,390.4307961,3,4,390.4313287,390.4470301,391.6455777,391.6455777,391.6630378,391.7452858,396.3926478,3,7,1,[4.6468959000194445],[4.64690489997156],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,57,1,7,7,8,7,8,1,[3.964462299947627],[3.964471700019203],7,1,57,1,396.4083002,,,,,,,,,396.3929286,396.4083002,396.8913951,396.8914615,396.9074981,398.3227477,7,8,398.3232788,398.3395569,399.5539753,399.5539753,399.5710455,399.6533376,403.6182799,7,8,1,[3.964462299947627],[3.964471700019203],396.9074981,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,58,2,7,8,5,8,5,1,[3.8303997999755666],[3.830408800044097],7,2,58,2,403.6342179,,,,,,,,,403.6185635,403.6342179,404.1173173,404.1173814,404.1334762,405.5493678,8,5,405.5498919,405.565068,406.7638891,406.7638891,406.7638891,406.8637414,410.6946099,8,5,1,[3.8303997999755666],[3.830408800044097],404.1334762,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,59,3,7,3,7,3,9,1,[3.9149274999508634],[3.9149362000171095],7,3,59,3,410.7107242,,,,,,,,,410.6949081,410.7107242,411.1939083,411.1939726,411.2099973,412.6250009,3,7,412.6255265,412.6418727,413.8401202,413.8401202,413.8401202,413.9403853,417.8557657,3,9,1,[3.9149274999508634],[3.9149362000171095],411.2099973,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,60,4,7,2,4,5,2,1,[4.846262099919841],[4.846271199989133],7,4,60,4,417.8704348,,,,,,,,,417.8560369,417.8704348,418.3532867,418.3533529,418.3695724,419.7854165,2,4,419.7859436,419.8011477,420.9997444,420.9997444,420.9997444,421.0996174,425.9463407,5,2,1,[4.846262099919841],[4.846271199989133],418.3695724,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,61,5,7,7,2,2,7,1,[3.3472030999837443],[3.347213299944997],7,5,61,5,425.9621832,,,,,,,,,425.9466636,425.9621832,426.4612888,426.4613606,426.4778973,427.877239,7,2,427.8777702,427.8928768,429.091608,429.091608,429.091608,429.1916219,432.5392604,2,7,1,[3.3472030999837443],[3.347213299944997],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,62,6,7,7,3,7,3,1,[3.0479177000233904],[3.047927299980074],7,6,62,6,432.5557895,,,,,,,,,432.5395246,432.5557895,433.0389493,433.0390128,433.0550967,434.4708618,7,3,434.4713915,434.4872307,435.6852524,435.6852524,435.7027342,435.7850448,438.8334498,7,3,1,[3.0479177000233904],[3.047927299980074],433.0550967,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,63,7,7,7,2,7,2,1,[3.3480624998919666],[3.3480719999643043],7,7,63,7,438.8495703,,,,,,,,,438.8337439,438.8495703,439.3325026,439.3325654,439.348502,440.7646205,7,2,440.7651467,440.7809887,441.9789559,441.9789559,441.9963391,442.0788712,445.4274168,7,2,1,[3.3480624998919666],[3.3480719999643043],439.348502,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,64,0,8,1,3,1,3,1,[3.863711400073953],[3.863720600027591],8,0,64,0,445.4434465,,,,,,,,,445.4276983,445.4434465,445.9424545,445.9425256,445.9592118,447.357613,1,3,447.3581397,447.373558,448.572335,448.572335,448.572335,448.6722319,452.536422,1,3,1,[3.863711400073953],[3.863720600027591],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,65,1,8,5,7,5,7,1,[4.113517499994487],[4.113526299945079],8,1,65,1,452.5523379,,,,,,,,,452.5367002,452.5523379,453.0354595,453.0355233,453.0516185,454.4674956,5,7,454.4680244,454.483686,455.6821308,455.6821308,455.6987397,455.7819007,459.8958854,5,7,1,[4.113517499994487],[4.113526299945079],453.0516185,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,66,2,8,9,5,9,5,1,[5.595333100063726],[5.59534130000975],8,2,66,2,459.9116909,,,,,,,,,459.8962078,459.9116909,460.3948697,460.3949355,460.410531,461.8262014,9,5,461.8267289,461.8424746,463.0413963,463.0413963,463.0413963,463.1412849,468.7370688,9,5,1,[5.595333100063726],[5.59534130000975],460.410531,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,67,3,8,6,8,6,8,1,[2.9480112000601366],[2.948019800009206],8,3,67,3,468.7529712,,,,,,,,,468.7373376,468.7529712,469.2361482,469.2362128,469.2526359,470.6681314,6,8,470.668659,470.6843182,471.882615,471.882615,471.8997222,471.9826983,474.9311736,6,8,1,[2.9480112000601366],[2.948019800009206],469.2526359,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,68,4,8,4,8,4,5,1,[2.464450499974191],[2.464458900038153],8,4,68,4,474.9462207,,,,,,,,,474.9314554,474.9462207,475.4302783,475.4303478,475.4477103,476.8621039,4,8,476.8626298,476.8783619,478.0766348,478.0766348,478.0938682,478.1767309,480.6416389,4,5,1,[2.464450499974191],[2.464458900038153],475.4477103,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,69,5,8,2,2,2,9,1,[4.514472999959253],[4.514481299906038],8,5,69,5,480.6574755,,,,,,,,,480.6419185,480.6574755,481.1405082,481.1405725,481.156723,482.5727012,2,2,482.5732292,482.5889148,483.80436,483.80436,483.80436,483.9030639,488.4180152,2,9,1,[4.514472999959253],[4.514481299906038],481.156723,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,70,6,8,3,4,4,7,1,[3.314985999953933],[3.3149957000277936],8,6,70,6,488.4336884,,,,,,,,,488.4182838,488.4336884,488.932712,488.9327897,488.9488732,490.3482444,3,4,490.3487745,490.3645627,491.5463613,491.5463613,491.5796865,491.6629396,494.9784733,4,7,1,[3.314985999953933],[3.3149957000277936],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,71,7,8,9,9,9,9,1,[3.63051050005015],[3.6305189999984577],8,7,71,7,494.9937543,,,,,,,,,494.9787579,494.9937543,495.477086,495.4771646,495.4931511,496.908121,9,9,496.9086534,496.9251379,498.123155,498.123155,498.1406355,498.2231309,501.854111,9,9,1,[3.63051050005015],[3.6305189999984577],495.4931511,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,72,0,9,4,4,4,6,1,[3.3146281999070197],[3.3146372999763116],9,0,72,0,501.8696052,,,,,,,,,501.8543733,501.8696052,502.3529848,502.3530505,502.3688776,503.7847686,4,4,503.7853029,503.8008774,504.9830967,504.9830967,505.0165728,505.0829552,508.3980596,4,6,1,[3.3146281999070197],[3.3146372999763116],502.3688776,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,73,1,9,2,5,2,5,1,[3.9317540999036282],[3.931763399974443],9,1,73,1,508.4139208,,,,,,,,,508.3983485,508.4139208,508.8967106,508.8967745,508.9123822,510.3280967,2,5,510.3286316,510.3444018,511.5423921,511.5423921,511.5597712,511.658859,515.5911265,2,5,1,[3.9317540999036282],[3.931763399974443],508.9123822,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,74,2,9,3,4,3,4,1,[4.345820200047456],[4.345829099998809],9,2,74,2,515.6063692,,,,,,,,,515.5914141,515.6063692,516.0894744,516.089539,516.1056356,517.5215912,3,4,517.5221202,517.537242,518.7525972,518.7525972,518.7525972,518.8362055,523.1825086,3,4,1,[4.345820200047456],[4.345829099998809],516.1056356,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,75,3,9,1,1,1,1,1,[4.379692199989222],[4.379701900063083],9,3,75,3,523.1988244,,,,,,,,,523.182792,523.1988244,523.6979694,523.6980448,523.7152539,525.114321,1,1,525.1148589,525.1306051,526.3285825,526.3285825,526.3451713,526.4286164,530.808854,1,1,1,[4.379692199989222],[4.379701900063083],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,76,4,9,8,5,8,5,1,[3.8475818999577314],[3.8475917000323534],9,4,76,4,530.8248689,,,,,,,,,530.8091326,530.8248689,531.3082013,531.3082658,531.3242848,532.7399845,8,5,532.7405204,532.7557794,533.9542415,533.9542415,533.9542415,534.0542394,537.9023508,8,5,1,[3.8475818999577314],[3.8475917000323534],531.3242848,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,77,5,9,1,3,6,9,1,[3.447450799983926],[3.447459499933757],9,5,77,5,537.9176549,,,,,,,,,537.9027461,537.9176549,538.4007871,538.4008526,538.4164528,539.8330762,1,3,539.8336122,539.8489739,541.0473205,541.0473205,541.0645132,541.1471928,544.5951496,6,9,1,[3.447450799983926],[3.447459499933757],538.4164528,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,78,6,9,2,1,2,1,1,[4.696997399907559],[4.697006899979897],9,6,78,6,544.6111648,,,,,,,,,544.5954324,544.6111648,545.0945653,545.0946312,545.1106704,546.5262403,2,1,546.526772,546.5425202,547.7406827,547.7406827,547.7580432,547.8406131,552.5381364,2,1,1,[4.696997399907559],[4.697006899979897],545.1106704,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,79,7,9,5,2,5,2,1,[3.0817467001033947],[3.0817558000562713],9,7,79,7,552.5528107,,,,,,,,,552.53842,552.5528107,553.036615,553.0366795,553.052347,554.4680424,5,2,554.4685939,554.4847323,555.682737,555.682737,555.7001799,555.7826739,558.8649448,5,2,1,[3.0817467001033947],[3.0817558000562713],553.052347,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,80,0,10,7,4,2,7,1,[4.129935099976137],[4.129943900043145],10,0,80,0,558.8803135,,,,,,,,,558.8652275,558.8803135,559.363249,559.3633137,559.3793049,560.7947942,7,4,560.7953322,560.8114681,561.9934925,561.9934925,562.0273051,562.0932051,566.2236345,2,7,1,[4.129935099976137],[4.129943900043145],559.3793049,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,81,1,10,2,7,2,7,1,[3.114231700077653],[3.114239800022915],10,1,81,1,566.2389559,,,,,,,,,566.2239079,566.2389559,566.7231087,566.7231741,566.7391199,568.1545989,2,7,568.1551277,568.1706614,569.3848919,569.3848919,569.3848919,569.4691198,572.5838256,2,7,1,[3.114231700077653],[3.114239800022915],566.7391199,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,82,2,10,5,2,5,2,1,[5.878361799987033],[5.878369800047949],10,2,82,2,572.5997035,,,,,,,,,572.5840883,572.5997035,573.0827286,573.0827937,573.0993398,574.5152544,5,2,574.5157845,574.5309614,575.7295723,575.7295723,575.7470615,575.8294289,581.7083076,5,2,1,[5.878361799987033],[5.878369800047949],573.0993398,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,83,3,10,6,8,6,8,1,[4.230436900048517],[4.230446600005962],10,3,83,3,581.7235907,,,,,,,,,581.7085722,581.7235907,582.2074645,582.20753,582.2235385,583.6394328,6,8,583.6399704,583.6549911,584.8538361,584.8538361,584.8538361,584.9537552,589.1847327,6,8,1,[4.230436900048517],[4.230446600005962],582.2235385,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,84,4,10,7,1,9,1,1,[4.1802774999523535],[4.1802862000186],10,4,84,4,589.199819,,,,,,,,,589.1850192,589.199819,589.6832021,589.6832666,589.6996515,591.1155137,7,1,591.1160941,591.1317465,592.3298698,592.3298698,592.3463597,592.4296351,596.6104213,9,1,1,[4.1802774999523535],[4.1802862000186],589.6996515,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,85,5,10,7,1,7,8,1,[3.8301088999724016],[3.8301164000295103],10,5,85,5,596.6262262,,,,,,,,,596.6107036,596.6262262,597.1095275,597.1095928,597.1255243,598.5408854,7,1,598.5414397,598.557639,599.7557334,599.7557334,599.7730998,599.8555937,603.6861746,7,8,1,[3.8301088999724016],[3.8301164000295103],597.1255243,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,86,6,10,3,7,3,7,1,[2.897956500062719],[2.8979647000087425],10,6,86,6,603.7026506,,,,,,,,,603.6864555,603.7026506,604.1859121,604.1859774,604.2021627,605.6170779,3,7,605.6176082,605.6340067,606.8485199,606.8485199,606.8652207,606.9480596,609.8465243,3,7,1,[2.897956500062719],[2.8979647000087425],604.2021627,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,87,7,10,7,1,8,7,1,[3.2149659999413416],[3.2149755000136793],10,7,87,7,609.862501,,,,,,,,,609.8467934,609.862501,610.3463775,610.3464437,610.3625104,611.7779458,7,1,611.7784856,611.7945441,612.9926438,612.9926438,613.0100303,613.0924766,616.3079967,8,7,1,[3.2149659999413416],[3.2149755000136793],610.3625104,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,88,0,11,8,5,5,8,1,[3.3484351999359205],[3.3484439000021666],11,0,88,0,616.3232343,,,,,,,,,616.3082917,616.3232343,616.8067879,616.8068523,616.8227881,618.2384142,8,5,618.2389489,618.2542517,619.4518983,619.4518983,619.4696486,619.5684724,622.9174299,5,8,1,[3.3484351999359205],[3.3484439000021666],616.8227881,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,89,1,11,9,5,9,5,1,[3.2818185000214726],[3.2818273999728262],11,1,89,1,622.9326488,,,,,,,,,622.9177173,622.9326488,623.4160478,623.4161151,623.4321523,624.8482974,9,5,624.8488338,624.8644657,626.0629329,626.0629329,626.0629329,626.1785622,629.4609216,9,5,1,[3.2818185000214726],[3.2818273999728262],623.4321523,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,90,2,11,2,8,2,8,1,[2.7647108000237495],[2.7647199999773875],11,2,90,2,629.4766146,,,,,,,,,629.4611979,629.4766146,629.96039,629.9604543,629.975665,631.3921896,2,8,631.3927249,631.408403,632.6065211,632.6065211,632.6230652,632.7064487,635.4716866,2,8,1,[2.7647108000237495],[2.7647199999773875],629.975665,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,91,3,11,6,9,6,9,1,[6.394796599983238],[6.394805300049484],11,3,91,3,635.4876353,,,,,,,,,635.4719616,635.4876353,635.9870824,635.9871556,636.0038409,637.4027551,6,9,637.4032854,637.4187819,638.6171833,638.6171833,638.6171833,638.7170451,645.1123847,6,9,1,[6.394796599983238],[6.394805300049484],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,92,4,11,6,8,7,6,1,[5.646991000045091],[5.646999699994922],11,4,92,4,645.1281016,,,,,,,,,645.1126809,645.1281016,645.6276607,645.6277366,645.6434627,647.0432837,6,8,647.043832,647.0593851,648.273569,648.273569,648.273569,648.3731851,654.0207771,7,6,1,[5.646991000045091],[5.646999699994922],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,93,5,11,1,5,1,8,1,[4.063472699956037],[4.063480700016953],11,5,93,5,654.0358466,,,,,,,,,654.0210717,654.0358466,654.5353241,654.5353961,654.5521068,655.9510181,1,5,655.951555,655.9665772,657.1653714,657.1653714,657.1653714,657.2652834,661.3292783,1,8,1,[4.063472699956037],[4.063480700016953],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,94,6,11,2,8,2,8,1,[5.262487399973907],[5.262498399941251],11,6,94,6,661.3455299,,,,,,,,,661.3295406,661.3455299,661.8286708,661.8287349,661.8449761,663.2606394,2,8,663.2611743,663.2766986,664.4748116,664.4748116,664.4922819,664.5747143,669.8377804,2,8,1,[5.262487399973907],[5.262498399941251],661.8449761,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,95,7,11,4,9,4,9,1,[3.5640891001094133],[3.5640975000569597],11,7,95,7,669.8528854,,,,,,,,,669.8380622,669.8528854,670.336978,670.3370431,670.3530616,671.7680344,4,9,671.7685659,671.7843147,672.9664017,672.9664017,673.0004569,673.0828964,676.6475163,4,9,1,[3.5640891001094133],[3.5640975000569597],670.3530616,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,96,0,12,1,2,1,7,1,[3.0642405999824405],[3.0642495999345556],12,0,96,0,676.663455,,,,,,,,,676.647814,676.663455,677.1628561,677.1629336,677.1796023,678.5784131,1,2,678.5789481,678.5945482,679.7929303,679.7929303,679.7929303,679.8931882,682.9579737,1,7,1,[3.0642405999824405],[3.0642495999345556],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,97,1,12,8,3,3,4,1,[4.596526699955575],[4.596535500022583],12,1,97,1,682.9730465,,,,,,,,,682.9582479,682.9730465,683.4568332,683.4569015,683.4733096,684.8889025,8,3,684.8894349,684.905031,686.1033889,686.1033889,686.119972,686.2035126,690.8006171,3,4,1,[4.596526699955575],[4.596535500022583],683.4733096,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,98,2,12,6,4,6,5,1,[3.931553900009021],[3.931563299964182],12,2,98,2,690.8156303,,,,,,,,,690.8008992,690.8156303,691.2990948,691.2991586,691.314901,692.7313149,6,4,692.7318459,692.7475094,693.9455962,693.9455962,693.9622061,694.0454628,697.9775826,6,5,1,[3.931553900009021],[3.931563299964182],691.314901,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,99,3,12,3,5,3,5,1,[3.397033100016415],[3.3970414000796154],12,3,99,3,697.9923674,,,,,,,,,697.9778501,697.9923674,698.4757043,698.4757704,698.4917488,699.9067162,3,5,699.9072477,699.9232532,701.1217317,701.1217317,701.1217317,701.221676,704.6192488,3,5,1,[3.397033100016415],[3.3970414000796154],698.4917488,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,100,4,12,6,1,6,8,1,[6.027268900070339],[6.027277200017124],12,4,100,4,704.634957,,,,,,,,,704.6195524,704.634957,705.1192693,705.1193356,705.1352295,706.5508186,6,1,706.5513555,706.5672877,707.7653081,707.7653081,707.7819767,707.8655669,713.8933938,6,8,1,[6.027268900070339],[6.027277200017124],705.1352295,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,101,5,12,5,3,5,7,1,[4.7455845000222325],[4.74559330008924],12,5,101,5,713.9091487,,,,,,,,,713.8937086,713.9091487,714.3926427,714.3927332,714.4088486,715.8244865,5,3,715.8250141,715.8413725,717.0394256,717.0394256,717.0567966,717.1392788,721.885427,5,7,1,[4.7455845000222325],[4.74559330008924],714.4088486,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
7,5,5,10,102,6,12,5,5,5,9,1,[8.309245400014333],[8.309254300082102],12,6,102,6,721.9020632,,,,,,,,,721.8857129,721.9020632,722.3853914,722.3854575,722.4014441,723.817335,5,5,723.8178579,723.8334835,725.0314845,725.0314845,725.0480973,725.1316545,733.4415109,5,9,1,[8.309245400014333],[8.309254300082102],722.4014441,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
8,8,5,13,103,7,12,2,4,2,5,1,[4.746479199966416],[4.746487200027332],12,7,103,7,733.4573814,,,,,,,,,733.441791,733.4573814,733.9560185,733.956096,733.972464,735.3724413,2,4,735.3729774,735.3885182,736.5866329,736.5866329,736.6039007,736.6864829,741.4335379,2,5,1,[4.746479199966416],[4.746487200027332],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
1,2,4,6,104,0,13,1,3,1,3,1,[4.047395800007507],[4.047404500073753],13,0,104,0,741.4491799,,,,,,,,,741.4338191,741.4491799,741.9481042,741.9481798,741.9651915,743.3645168,1,3,743.3650596,743.3806395,744.5786672,744.5786672,744.5961093,744.678543,748.7265265,1,3,1,[4.047395800007507],[4.047404500073753],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
2,3,4,7,105,1,13,8,7,8,7,1,[4.812513699987903],[4.812521699932404],13,1,105,1,748.7411879,,,,,,,,,748.7268,748.7411879,749.2253794,749.2254436,749.2414566,750.6569697,8,7,750.6575028,750.6734846,751.8714648,751.8714648,751.888715,751.9713034,756.7843554,8,7,1,[4.812513699987903],[4.812521699932404],749.2414566,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
3,5,4,9,106,2,13,9,6,9,1,1,[4.130641399999149],[4.130650700069964],13,2,106,2,756.8006598,,,,,,,,,756.7846094,756.8006598,757.284033,757.2841007,757.3000662,758.715413,9,6,758.7159539,758.7320762,759.9301702,759.9301702,759.9475543,760.0300015,764.1612559,9,1,1,[4.130641399999149],[4.130650700069964],757.3000662,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
4,8,4,12,107,3,13,5,8,5,8,1,[3.880822899984196],[3.880831499933265],13,3,107,3,764.176699,,,,,,,,,764.1615351,764.176699,764.67599,764.6760648,764.6927167,766.0919069,5,8,766.0924399,766.1080584,767.3060787,767.3060787,767.3236343,767.4059743,771.2873728,5,8,1,[3.880822899984196],[3.880831499933265],,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
5,2,5,7,108,4,13,1,1,7,1,1,[4.313224299927242],[4.313233499997295],13,4,108,4,771.302605,,,,,,,,,771.2876553,771.302605,771.7858855,771.7859502,771.8019292,773.2182821,1,1,773.2188182,773.2344052,774.4490723,774.4490723,774.4659494,774.5322106,778.8460785,7,1,1,[4.313224299927242],[4.313233499997295],771.8019292,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
6,3,5,8,109,5,13,4,2,6,2,1,[4.997070899931714],[4.99707959999796],13,5,109,5,778.8613269,,,,,,,,,778.84636,778.8613269,779.3455082,779.3455729,779.3614793,780.7774486,4,2,780.7779759,780.7936066,781.9916051,781.9916051,782.0083878,782.0914681,787.0891314,6,2,1,[4.997070899931714],[4.99707959999796],779.3614793,,,,,,,,p4,1,2025-11-19_20h23.55.959,untitled,,2025.1.1,60.02364932,2025-11-19 20h24.04.718894 +0530
