trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
8,8,5,13,55,7,6,8,4,8,4,1,[4.014098100014962],[4.014109599986114],6,7,55,7,401.9434734,,401.9273592,401.9434734,402.426601,402.4266933,402.4418536,403.8585547,8,4,403.8593523,403.8747836,404.6894147,404.6894147,404.6894147,404.789368,408.8041193,8,4,1,[4.014098100014962],[4.014109599986114],402.4418536,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,56,0,7,3,3,3,2,1,[4.046565799973905],[4.046579199959524],7,0,56,0,408.8198271,,408.8045692,408.8198271,409.3195359,409.3196451,409.3359003,410.7348522,3,3,410.7356608,410.7513583,411.5655103,411.5655103,411.5655103,411.6821659,415.729395,3,2,1,[4.046565799973905],[4.046579199959524],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,57,1,7,2,3,2,3,1,[4.27955610002391],[4.279566999990493],7,1,57,1,415.7464544,,415.729857,415.7464544,416.2298358,416.2299398,416.2460785,417.660784,2,3,417.6615255,417.6776793,418.4754921,418.4754921,418.5089004,418.6085066,422.8886855,2,3,1,[4.27955610002391],[4.279566999990493],416.2460785,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,58,2,7,9,3,9,3,1,[4.530154399923049],[4.5301661000121385],7,2,58,2,422.9058686,,422.8890596,422.9058686,423.3889302,423.3890265,423.4048616,424.8209923,9,3,424.8217818,424.8367663,425.6514855,425.6514855,425.6514855,425.7516441,430.2824581,9,3,1,[4.530154399923049],[4.5301661000121385],423.4048616,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,59,3,7,4,3,4,3,1,[4.546248099999502],[4.546257899957709],7,3,59,3,430.2982216,,430.282844,430.2982216,430.7817328,430.7818228,430.7975891,432.2136336,4,3,432.214396,432.2297381,433.0447385,433.0447385,433.0447385,433.1442288,437.6910944,4,3,1,[4.546248099999502],[4.546257899957709],430.7975891,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,60,4,7,4,9,4,5,1,[4.8299776000203565],[4.829993100021966],7,4,60,4,437.7074982,,437.691468,437.7074982,438.1914614,438.1915541,438.2074437,439.6233007,4,9,439.6240755,439.6393326,440.4535835,440.4535835,440.4535835,440.5538869,445.3845164,4,5,1,[4.8299776000203565],[4.829993100021966],438.2074437,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,61,5,7,5,9,7,9,1,[3.647851299960166],[3.6478680999716744],7,5,61,5,445.3997907,,445.3848689,445.3997907,445.8833448,445.8834581,445.8990784,447.3154312,5,9,447.3163631,447.3311569,448.1457445,448.1457445,448.1457445,448.2458872,451.8945981,7,9,1,[3.647851299960166],[3.6478680999716744],445.8990784,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,62,6,7,5,7,5,7,1,[3.663735399954021],[3.6637466999236494],7,6,62,6,451.910451,,451.8950805,451.910451,452.4097007,452.409826,452.4263869,453.8263291,5,7,453.8272672,453.8421808,454.6558537,454.6558537,454.6735081,454.7561616,458.420611,5,7,1,[3.663735399954021],[3.6637466999236494],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,63,7,7,5,6,5,6,1,[3.5314860000507906],[3.531499100034125],7,7,63,7,458.4370006,,458.4209763,458.4370006,458.9203925,458.9205088,458.9370472,460.3527452,5,6,460.353686,460.3689992,461.1826895,461.1826895,461.1826895,461.2830186,464.8152166,5,6,1,[3.5314860000507906],[3.531499100034125],458.9370472,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,64,0,8,9,7,9,7,1,[3.697098199976608],[3.697113999980502],8,0,64,0,464.8305162,,464.8156063,464.8305162,465.3138457,465.3139348,465.3297037,466.7459022,9,7,466.7467282,466.7619824,467.5599552,467.5599552,467.5936579,467.6931731,471.3911383,9,7,1,[3.697098199976608],[3.697113999980502],465.3297037,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,65,1,8,9,5,9,6,1,[5.313117699930444],[5.313133399933577],8,1,65,1,471.4076957,,471.3916361,471.4076957,471.8912459,471.891375,471.9073604,473.3231331,9,5,473.3240763,473.3394924,474.1531134,474.1531134,474.1865166,474.2535502,479.5675417,9,6,1,[5.313117699930444],[5.313133399933577],471.9073604,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,66,2,8,5,6,5,6,1,[3.5486732999561355],[3.5486898999661207],8,2,66,2,479.5827888,,479.5680397,479.5827888,480.0664639,480.0665634,480.0818432,481.4989392,5,6,481.4998737,481.5147715,482.3455521,482.3455521,482.3455521,482.4615689,486.011119,5,6,1,[3.5486732999561355],[3.5486898999661207],480.0818432,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,67,3,8,5,2,5,2,1,[4.59699550003279],[4.597012199927121],8,3,67,3,486.0261354,,486.0116206,486.0261354,486.5100364,486.5101559,486.5259762,487.942313,5,2,487.9432488,487.9581171,488.7718585,488.7718585,488.7718585,488.872617,493.4704934,5,2,1,[4.59699550003279],[4.597012199927121],486.5259762,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,68,4,8,7,8,6,8,1,[4.546351099968888],[4.546360799926333],8,4,68,4,493.485641,,493.4709839,493.485641,493.9701793,493.9702914,493.9849672,495.4010968,7,8,495.4020458,495.4175527,496.231511,496.231511,496.2654281,496.3313087,500.8783431,6,8,1,[4.546351099968888],[4.546360799926333],493.9849672,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,69,5,8,8,2,8,2,1,[3.980127500020899],[3.9801484999479726],8,5,69,5,500.8949465,,500.878724,500.8949465,501.3788068,501.3789219,501.3940876,502.8110064,8,2,502.8119324,502.8269832,503.6411753,503.6411753,503.6738547,503.7574177,507.7384286,8,2,1,[3.980127500020899],[3.9801484999479726],501.3940876,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,70,6,8,7,1,7,1,1,[4.196467699948698],[4.196483799954876],8,6,70,6,507.7549176,,507.7389447,507.7549176,508.2381434,508.2382579,508.2539905,509.6703353,7,1,509.6712688,509.6862659,510.5004354,510.5004354,510.5335801,510.6008306,514.7981861,7,1,1,[4.196467699948698],[4.196483799954876],508.2539905,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,71,7,8,4,4,4,6,1,[3.947818100103177],[3.947835400002077],8,7,71,7,514.8143708,,514.7986793,514.8143708,515.2985462,515.2986607,515.3138434,516.7305173,4,4,516.731453,516.7462865,517.5606184,517.5606184,517.5934021,517.6602611,521.6089921,4,6,1,[3.947818100103177],[3.947835400002077],515.3138434,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,72,0,9,4,7,12,1,1,[4.11369010002818],[4.113709999946877],9,0,72,0,521.624345,,521.6094738,521.624345,522.1080814,522.1082065,522.124041,523.5395023,4,7,523.5404385,523.5558802,524.3532955,524.3532955,524.3867153,524.4864911,528.601087,12,1,1,[4.11369010002818],[4.113709999946877],522.124041,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,73,1,9,7,1,7,1,1,[3.9470966000808403],[3.94710660004057],9,1,73,1,528.6175225,,528.6015828,528.6175225,529.1015327,529.1016455,529.1169936,530.533365,7,1,530.5342953,530.5488699,531.3630586,531.3630586,531.3630586,531.4629225,535.410709,7,1,1,[3.9470966000808403],[3.94710660004057],529.1169936,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,74,2,9,9,3,9,3,1,[3.6982558000599965],[3.6982728000730276],9,2,74,2,535.4270492,,535.411071,535.4270492,535.9111567,535.9112718,535.9264597,537.3435796,9,3,537.3445186,537.3594287,538.173067,538.173067,538.173067,538.2903448,541.989507,9,3,1,[3.6982558000599965],[3.6982728000730276],535.9264597,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,75,3,9,5,7,5,7,1,[3.9465586999431252],[3.9465741999447346],9,3,75,3,542.0043513,,541.9899981,542.0043513,542.4879887,542.4881155,542.5037448,543.9196086,5,7,543.9205928,543.9357054,544.7497395,544.7497395,544.7837397,544.8669162,548.814382,5,7,1,[3.9465586999431252],[3.9465741999447346],542.5037448,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,76,4,9,3,1,3,6,1,[4.180588999995962],[4.18060580000747],9,4,76,4,548.8304129,,548.8148801,548.8304129,549.3145212,549.3146424,549.3298345,550.7459052,3,1,550.746832,550.7618912,551.5762478,551.5762478,551.5762478,551.6934307,555.8749527,3,6,1,[4.180588999995962],[4.18060580000747],549.3298345,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,77,5,9,9,7,9,7,1,[3.9319211000110954],[3.931938400026411],9,5,77,5,555.8902822,,555.8754365,555.8902822,556.3740328,556.3741544,556.389847,557.8059434,9,7,557.8068742,557.8217124,558.6362232,558.6362232,558.6362232,558.7360388,562.6688837,9,7,1,[3.9319211000110954],[3.931938400026411],556.389847,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,78,6,9,2,9,2,9,1,[3.829654600005597],[3.829670300008729],9,6,78,6,562.6837673,,562.6694369,562.6837673,563.16726,563.1673839,563.1834484,564.5987753,2,9,564.59971,564.615171,565.4291027,565.4291027,565.4291027,565.5467104,569.3772964,2,9,1,[3.829654600005597],[3.829670300008729],563.1834484,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,79,7,9,9,7,9,7,1,[3.5319774000672624],[3.5319873000262305],9,7,79,7,569.3937707,,569.3777943,569.3937707,569.8774298,569.8775594,569.8935498,571.3088382,9,7,571.3098438,571.3244935,572.1396305,572.1396305,572.1396305,572.2563218,575.7890227,9,7,1,[3.5319774000672624],[3.5319873000262305],569.8935498,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,80,0,10,5,1,5,1,1,[5.629326099995524],[5.629342300002463],10,0,80,0,575.80349,,575.7893739,575.80349,576.2877012,576.2878243,576.3039309,577.7194522,5,1,577.7203903,577.7353906,578.5500082,578.5500082,578.5500082,578.649537,584.279795,5,1,1,[5.629326099995524],[5.629342300002463],576.3039309,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,81,1,10,5,2,5,2,1,[4.013581500039436],[4.01359730004333],10,1,81,1,584.2958347,,584.280293,584.2958347,584.780021,584.7801374,584.7949738,586.2104888,5,2,586.2114289,586.2266436,587.0417981,587.0417981,587.0417981,587.1412651,591.1557862,5,2,1,[4.013581500039436],[4.01359730004333],584.7949738,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,82,2,10,7,7,7,8,1,[3.5831589999143034],[3.58316979999654],10,2,82,2,591.1727629,,591.1563326,591.1727629,591.6717724,591.6718957,591.6883023,593.0880754,7,7,593.0890209,593.1038678,593.9343176,593.9343176,593.9675037,594.0514843,597.6353948,7,8,1,[3.5831589999143034],[3.58316979999654],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,83,3,10,8,5,8,5,1,[5.095864599919878],[5.095880399923772],10,3,83,3,597.64882,,597.6357491,597.64882,598.1331963,598.1333113,598.1485014,599.5651394,8,5,599.5660695,599.5808188,600.3947077,600.3947077,600.4283593,600.511032,605.6078359,8,5,1,[5.095864599919878],[5.095880399923772],598.1485014,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,84,4,10,9,4,9,8,1,[4.598306500003673],[4.598318699980155],10,4,84,4,605.6241254,,605.6083595,605.6241254,606.1082397,606.1083626,606.123944,607.540367,9,4,607.5413026,607.5560955,608.3705366,608.3705366,608.3705366,608.486968,613.086024,9,8,1,[4.598306500003673],[4.598318699980155],606.123944,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,85,5,10,4,1,4,1,1,[4.496879299986176],[4.496890399954282],10,5,85,5,613.1004235,,613.0863954,613.1004235,613.584038,613.5841609,613.6000777,615.016345,4,1,615.0172804,615.0319754,615.8458955,615.8458955,615.8458955,615.9457291,620.4433679,4,1,1,[4.496879299986176],[4.496890399954282],613.6000777,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,86,6,10,9,7,9,7,1,[4.015217100037262],[4.0152346000541],10,6,86,6,620.4589712,,620.4437241,620.4589712,620.9432733,620.9433885,620.9593969,622.3756741,9,7,622.3766157,622.3910975,623.2053539,623.2053539,623.238951,623.3218421,627.3380256,9,7,1,[4.015217100037262],[4.0152346000541],620.9593969,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,87,7,10,5,3,5,3,1,[4.030872500035912],[4.03088239999488],10,7,87,7,627.3532276,,627.3385232,627.3532276,627.8525761,627.8526991,627.8687842,629.2688475,5,3,629.2698458,629.2845914,630.1155588,630.1155588,630.1486707,630.2315933,634.2632168,5,3,1,[4.030872500035912],[4.03088239999488],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,88,0,11,9,6,9,7,1,[4.29738250002265],[4.2973953000037],11,0,88,0,634.279351,,634.2635704,634.279351,634.7625814,634.7627042,634.7787393,636.1949103,9,6,636.1958659,636.2108601,637.0252049,637.0252049,637.0252049,637.1251371,641.4232677,9,7,1,[4.29738250002265],[4.2973953000037],634.7787393,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,89,1,11,1,7,1,2,1,[5.1126136999810115],[5.1126286999788135],11,1,89,1,641.4385315,,641.423628,641.4385315,641.9225039,641.9226279,641.9383916,643.3540656,1,7,643.3549993,643.3702336,644.1845626,644.1845626,644.2182219,644.3010519,649.4146395,1,2,1,[5.1126136999810115],[5.1126286999788135],641.9383916,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,90,2,11,4,5,4,5,1,[3.4484233999392018],[3.4484340000199154],11,2,90,2,649.4311851,,649.415139,649.4311851,649.9306501,649.9307743,649.9470376,651.3470778,4,5,651.3480365,651.3626854,652.1934862,652.1934862,652.1934862,652.3097365,655.7589669,4,5,1,[3.4484233999392018],[3.4484340000199154],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,91,3,11,9,7,9,7,1,[3.7980161999585107],[3.798032999970019],11,3,91,3,655.7746021,,655.7593459,655.7746021,656.2584065,656.2585201,656.2741185,657.6899388,9,7,657.6908783,657.7057444,658.5035357,658.5035357,658.5375523,658.6533549,662.4523595,9,7,1,[3.7980161999585107],[3.798032999970019],656.2741185,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,92,4,11,3,6,3,6,1,[4.246637500007637],[4.246653200010769],11,4,92,4,662.4676821,,662.4528566,662.4676821,662.9514121,662.9515276,662.9674845,664.3841523,3,6,664.3850924,664.3991462,665.2301672,665.2301672,665.2301672,665.3470202,669.594647,3,6,1,[4.246637500007637],[4.246653200010769],662.9674845,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,93,5,11,9,9,9,7,1,[3.8309263000264764],[3.83094210003037],11,5,93,5,669.6110164,,669.5951447,669.6110164,670.0947063,670.0948249,670.11031,671.526994,9,9,671.5279357,671.5423928,672.3568832,672.3568832,672.3568832,672.4561156,676.2880311,9,7,1,[3.8309263000264764],[3.83094210003037],670.11031,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,94,6,11,5,6,5,6,1,[4.214316500001587],[4.214333199895918],11,6,94,6,676.3043825,,676.2885528,676.3043825,676.7878816,676.7879961,676.8036712,678.2202615,5,6,678.2211996,678.2360732,679.0499708,679.0499708,679.0836667,679.149946,683.3652725,5,6,1,[4.214316500001587],[4.214333199895918],676.8036712,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,95,7,11,6,3,6,3,1,[3.646712000016123],[3.646721599972807],11,7,95,7,683.3804666,,683.3657823,683.3804666,683.8647049,683.864817,683.8806088,685.2958023,6,3,685.2967308,685.3116401,686.1263525,686.1263525,686.1263525,686.2433265,689.8908014,6,3,1,[3.646712000016123],[3.646721599972807],683.8806088,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,96,0,12,3,3,3,2,1,[4.0969207000453025],[4.09693610004615],12,0,96,0,689.9072754,,689.8911741,689.9072754,690.3911639,690.3912858,690.4068995,691.823567,3,3,691.8245081,691.838892,692.6528877,692.6528877,692.6528877,692.7529796,696.8509085,3,2,1,[4.0969207000453025],[4.09693610004615],690.4068995,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,97,1,12,4,4,4,6,1,[3.9477918000193313],[3.947802699985914],12,1,97,1,696.8674553,,696.8514124,696.8674553,697.3508728,697.3509876,697.3672498,698.7834102,4,4,698.784351,698.7992208,699.6127186,699.6127186,699.6127186,699.7297316,703.6783103,4,6,1,[3.9477918000193313],[3.947802699985914],697.3672498,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,98,2,12,2,7,2,7,1,[4.579543900093995],[4.579564900021069],12,2,98,2,703.6945449,,703.6786595,703.6945449,704.1937547,704.1938786,704.2098497,705.6093077,2,7,705.6102451,705.6251818,706.4397496,706.4397496,706.4397496,706.5395033,711.1200618,2,7,1,[4.579543900093995],[4.579564900021069],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,99,3,12,7,7,2,7,1,[4.114206400001422],[4.1142236000159755],12,3,99,3,711.1363434,,711.120558,711.1363434,711.6201252,711.6202411,711.6362518,713.0523702,7,7,713.0533076,713.068174,713.898575,713.898575,713.9319161,714.0156394,718.1308727,2,7,1,[4.114206400001422],[4.1142236000159755],711.6362518,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,100,4,12,2,7,2,9,1,[3.963103000074625],[3.9631190000800416],12,4,100,4,718.146113,,718.1313765,718.146113,718.6298044,718.6299197,718.6461769,720.0625425,2,7,720.0634719,720.0773285,720.8915588,720.8915588,720.8915588,721.008878,724.9730098,2,9,1,[3.963103000074625],[3.9631190000800416],718.6461769,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,101,5,12,3,8,3,8,1,[4.130294199916534],[4.130310399923474],12,5,101,5,724.9890648,,724.9735093,724.9890648,725.4730258,725.4731426,725.4889615,726.9050455,3,8,726.9059988,726.9207153,727.7352007,727.7352007,727.7685953,727.8347981,731.966118,3,8,1,[4.130294199916534],[4.130310399923474],725.4889615,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,102,6,12,7,6,7,6,1,[3.613975999993272],[3.61399209999945],12,6,102,6,731.9827383,,731.9666041,731.9827383,732.4660923,732.4662043,732.4817553,733.8976219,7,6,733.8985482,733.9135041,734.7284867,734.7284867,734.7284867,734.8280389,738.4430395,7,6,1,[3.613975999993272],[3.61399209999945],732.4817553,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,103,7,12,7,6,9,6,1,[3.880097399931401],[3.8801175999687985],12,7,103,7,738.4589678,,738.4435347,738.4589678,738.943172,738.9432868,738.9588495,740.3754783,7,6,740.3764138,740.391005,741.2054954,741.2054954,741.2381742,741.3219077,745.2030568,9,6,1,[3.880097399931401],[3.8801175999687985],738.9588495,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,104,0,13,4,1,4,1,1,[3.5654905000701547],[3.5655110999941826],13,0,104,0,745.2199798,,745.2035842,745.2199798,745.7189768,745.7191003,745.7353234,747.1354188,4,1,747.1363742,747.1510993,747.9651746,747.9651746,747.9982766,748.0646508,751.6311874,4,1,1,[3.5654905000701547],[3.5655110999941826],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,105,1,13,1,1,1,7,1,[3.9639414999401197],[3.9639570999424905],13,1,105,1,751.6459199,,751.6316805,751.6459199,752.1299327,752.1300476,752.1457908,753.5618745,1,1,753.5628189,753.578063,754.3917964,754.3917964,754.3917964,754.491547,758.4565344,1,7,1,[3.9639414999401197],[3.9639570999424905],752.1457908,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,106,2,13,3,6,3,6,1,[4.179872900014743],[4.179888500017114],13,2,106,2,758.4727441,,758.4570648,758.4727441,758.9565102,758.9566355,758.972823,760.388293,3,6,760.3892182,760.4040801,761.2182868,761.2182868,761.2182868,761.318545,765.4992884,3,6,1,[4.179872900014743],[4.179888500017114],758.972823,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
4,8,4,12,107,3,13,5,5,5,7,1,[4.729135100031272],[4.729155599954538],13,3,107,3,765.515806,,765.4996603,765.515806,765.9994954,765.9996114,766.0153678,767.4310519,5,5,767.4319696,767.4468222,768.2452783,768.2452783,768.2777727,768.3951393,773.125346,5,7,1,[4.729135100031272],[4.729155599954538],766.0153678,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
5,2,5,7,108,4,13,6,6,6,7,1,[4.647628900012933],[4.647645800025202],13,4,108,4,773.1415858,,773.125843,773.1415858,773.6251844,773.6253021,773.6413071,775.057106,6,6,775.0580304,775.0731524,775.8870171,775.8870171,775.8870171,776.0043088,780.6530012,6,7,1,[4.647628900012933],[4.647645800025202],773.6413071,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
6,3,5,8,109,5,13,2,9,2,9,1,[4.995572399930097],[4.9955878999317065],13,5,109,5,780.6673976,,780.6534901,780.6673976,781.151102,781.1512167,781.1670781,782.5826715,2,9,782.5835942,782.5984449,783.4133424,783.4133424,783.4133424,783.5133527,788.5099989,2,9,1,[4.995572399930097],[4.9955878999317065],781.1670781,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
7,5,5,10,110,6,13,1,9,1,9,1,[5.862003599992022],[5.862020000000484],13,6,110,6,788.5267652,,788.5104888,788.5267652,789.0258427,789.0259748,789.0419495,790.4415293,1,9,790.4424514,790.4573379,791.2718168,791.2718168,791.3055851,791.388974,797.2520656,1,9,1,[5.862003599992022],[5.862020000000484],,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
8,8,5,13,111,7,13,8,4,8,9,1,[3.7976482999511063],[3.797664999961853],13,7,111,7,797.2675274,,797.2525976,797.2675274,797.7514265,797.7515416,797.7669865,799.1836289,8,4,799.1845608,799.1995756,800.0131874,800.0131874,800.0468187,800.1296623,803.9283553,8,9,1,[3.7976482999511063],[3.797664999961853],797.7669865,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
1,2,4,6,112,0,14,3,1,5,7,1,[3.948873499990441],[3.948884299956262],14,0,112,0,803.9451267,,803.928796,803.9451267,804.4287243,804.4288669,804.4441206,805.8621293,3,1,805.8630531,805.8776185,806.6904803,806.6904803,806.7239361,806.790535,810.740265,5,7,1,[3.948873499990441],[3.948884299956262],804.4441206,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
2,3,4,7,113,1,14,3,8,3,8,1,[3.8141343999886885],[3.814155500032939],14,1,113,1,810.7537253,,810.7406319,810.7537253,811.2380586,811.2381731,811.2537121,812.6705251,3,8,812.6714552,812.685581,813.499862,813.499862,813.499862,813.6162248,817.4314503,3,8,1,[3.8141343999886885],[3.814155500032939],811.2537121,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
3,5,4,9,114,2,14,9,8,9,8,1,[3.8803671000059694],[3.8803832000121474],14,2,114,2,817.4472396,,817.4319367,817.4472396,817.9312563,817.9313748,817.9470405,819.3628701,9,8,819.3638073,819.3792936,820.1936714,820.1936714,820.2266954,820.2931916,824.1746516,9,8,1,[3.8803671000059694],[3.8803832000121474],817.9470405,520501,1,2025-11-19_07h27.46.633,untitled,,2025.1.1,60.03139644,2025-11-19 07h27.51.099188 +0530
