reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,50,21,25,4,3,l,1.628403500013519,None,3,4,25,2,73.41286690000561,,73.40438709998853,73.41286690000561,74.41229569999268,74.41229569999268,74.41229569999268,76.04560290000518,l,1.628403500013519,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,26,5,3,l,0.9028183000045829,None,3,5,26,3,76.06031559998519,,76.05202989999088,76.06031559998519,77.05970979999984,77.05970979999984,77.05970979999984,77.97616039999411,l,0.9028183000045829,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,27,6,3,t,1.2688223000150174,None,3,6,27,6,77.99170270000468,,77.98323809998692,77.99170270000468,78.9908247999847,78.9908247999847,79.00777269998798,80.27386779998778,t,1.2688223000150174,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,28,0,4,l,1.323877300019376,None,4,0,28,2,80.28948639999726,,80.28031899998314,80.28948639999726,81.28889979998348,81.28889979998348,81.28889979998348,82.62120379999396,l,1.323877300019376,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,29,1,4,t,1.1309592999750748,None,4,1,29,1,82.63708829999086,,82.62831619998906,82.63708829999086,83.63663190000807,83.63663190000807,83.63663190000807,84.77024499999243,t,1.1309592999750748,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,30,2,4,t,1.300720299972454,None,4,2,30,4,84.78499409998767,,84.77669939998304,84.78499409998767,85.78411020000931,85.78411020000931,85.78411020000931,87.10007029998815,t,1.300720299972454,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,31,3,4,l,0.7735464999859687,None,4,3,31,0,87.11602769998717,,87.10710600001039,87.11602769998717,88.09903290000511,88.09903290000511,88.11601180001162,88.88168630001019,l,0.7735464999859687,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,32,4,4,l,1.3695129999832716,None,4,4,32,3,88.89760950001073,,88.88825419999193,88.89760950001073,89.8972276999848,89.8972276999848,89.8972276999848,91.27979149998282,l,1.3695129999832716,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,33,5,4,t,1.12917080000625,None,4,5,33,5,91.29524549999041,,91.28668540000217,91.29524549999041,92.2944426999893,92.2944426999893,92.2944426999893,93.42799950001063,t,1.12917080000625,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,34,6,4,t,1.5159643999941181,None,4,6,34,6,93.443457699992,,93.43481679999968,93.443457699992,94.44283290000749,94.44283290000749,94.44283290000749,95.97514200001024,t,1.5159643999941181,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,35,0,5,t,1.316296400007559,None,5,0,35,1,95.9906384999922,,95.98212309999508,95.9906384999922,96.9900970000017,96.9900970000017,96.9900970000017,98.32276199999615,t,1.316296400007559,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,36,1,5,t,1.2008646999893244,None,5,1,36,6,98.33833379999851,,98.3293035000097,98.33833379999851,99.33785219999845,99.33785219999845,99.33785219999845,100.55409650001093,t,1.2008646999893244,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,37,2,5,t,0.9276168000069447,None,5,2,37,3,100.5694472999894,,100.56105290001142,100.5694472999894,101.568652499991,101.568652499991,101.568652499991,102.50170160000562,t,0.9276168000069447,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,38,3,5,l,0.6748431000160053,None,5,3,38,2,102.51751099998364,,102.50800579998759,102.51751099998364,103.51772959998925,103.51772959998925,103.51772959998925,104.2003054000088,l,0.6748431000160053,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,39,4,5,l,1.0158643999893684,None,5,4,39,4,104.21591349999653,,104.20736979998765,104.21591349999653,105.21496539999498,105.21496539999498,105.21496539999498,106.24836430000141,l,1.0158643999893684,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,40,5,5,t,0.9523323000175878,None,5,5,40,0,106.26384709999547,,106.25482899998315,106.26384709999547,107.26293860000442,107.26293860000442,107.26293860000442,108.22958350001136,t,0.9523323000175878,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,41,6,5,t,1.2814779999898747,None,5,6,41,5,108.24587559999782,,108.23435049998807,108.24587559999782,109.24466339999344,109.24466339999344,109.26087450000341,110.52745709998999,t,1.2814779999898747,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,42,0,6,t,1.0603539999865461,None,6,0,42,6,110.54300669999793,,110.53393549998873,110.54300669999793,111.54249349999009,111.54249349999009,111.54249349999009,112.60885620000772,t,1.0603539999865461,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,43,1,6,t,0.4979641000099946,None,6,1,43,5,112.62416010000743,,112.61628690001089,112.62416010000743,113.62384429998929,113.62384429998929,113.62384429998929,114.12437400000636,t,0.4979641000099946,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,44,2,6,t,0.5037950999976601,None,6,2,44,3,114.13944840000477,,114.13079709999147,114.13944840000477,115.13851240000804,115.13851240000804,115.13851240000804,115.65559410001151,t,0.5037950999976601,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,45,3,6,t,0.39521610000520013,None,6,3,45,0,115.67117950000102,,115.66241859999718,115.67117950000102,116.670503500005,116.670503500005,116.670503500005,117.07109029998537,t,0.39521610000520013,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,46,4,6,l,0.41914270000415854,None,6,4,46,2,117.08648900000844,,117.07744259998435,117.08648900000844,118.085923000006,118.085923000006,118.085923000006,118.51913749999949,l,0.41914270000415854,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,47,5,6,t,0.4041615999885835,None,6,5,47,4,118.53517829999328,,118.52604130000691,118.53517829999328,119.53453549998812,119.53453549998812,119.55079949999345,119.95109359998605,t,0.4041615999885835,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,48,6,6,t,0.6726185000152327,None,6,6,48,1,119.96689710000646,,119.95753889999469,119.96689710000646,120.96620140000596,120.96620140000596,120.96620140000596,121.649682999996,t,0.6726185000152327,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,49,0,7,t,1.0801655999966897,None,7,0,49,4,121.66564779999317,,121.65729460000875,121.66564779999317,122.66431230001035,122.66431230001035,122.68108030001167,123.74877979999292,t,1.0801655999966897,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,50,1,7,t,1.058192800002871,None,7,1,50,3,123.76371699999436,,123.7533398999949,123.76371699999436,124.76357799998368,124.76357799998368,124.76357799998368,125.82843090000097,t,1.058192800002871,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,51,2,7,t,0.5447342999977991,None,7,2,51,2,125.84475369998836,,125.83540290000383,125.84475369998836,126.84390659999917,126.84390659999917,126.86021809998783,127.39414309998392,t,0.5447342999977991,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,52,3,7,t,0.10666779999155551,None,7,3,52,5,127.40967359999195,,127.40062490000855,127.40967359999195,128.408734800003,128.408734800003,128.408734800003,128.52609120000852,t,0.10666779999155551,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,53,4,7,l,0.7127973000169732,None,7,4,53,0,128.54209820000688,,128.5309728999855,128.54209820000688,129.54133629999706,129.54133629999706,129.54133629999706,130.25836559999152,l,0.7127973000169732,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,54,5,7,t,0.7288709999993443,None,7,5,54,1,130.27385080000386,,130.2646562999871,130.27385080000386,131.27293770000688,131.27293770000688,131.27293770000688,132.00624300001073,t,0.7288709999993443,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,55,6,7,t,0.7140483999974094,None,7,6,55,6,132.02179550001165,,132.0133816000016,132.02179550001165,133.02108070001123,133.02108070001123,133.02108070001123,133.73829010000918,t,0.7140483999974094,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,56,0,8,t,0.43504009998287074,None,8,0,56,3,133.75337749999017,,133.74475700000767,133.75337749999017,134.752519200003,134.752519200003,134.752519200003,135.20324460000847,t,0.43504009998287074,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,57,1,8,t,0.5242193000158295,None,8,1,57,0,135.2186182999867,,135.21014559999458,135.2186182999867,136.21808980000787,136.21808980000787,136.21808980000787,136.75115019999794,t,0.5242193000158295,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,58,2,8,l,0.740687200013781,None,8,2,58,4,136.76711929999874,,136.75752179999836,136.76711929999874,137.7662779999955,137.7662779999955,137.7662779999955,138.51652269999613,l,0.740687200013781,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,59,3,8,t,0.5053220000118017,None,8,3,59,6,138.53232769999886,,138.52366989999427,138.53232769999886,139.53146480000578,139.53146480000578,139.53146480000578,140.0479983999976,t,0.5053220000118017,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,60,4,8,l,0.48030940000899136,None,8,4,60,1,140.06389960000524,,140.05430729998625,140.06389960000524,141.06293029998778,141.06293029998778,141.0796793999907,141.5470997999946,l,0.48030940000899136,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,61,5,8,t,0.2929817000112962,None,8,5,61,2,141.56242790000397,,141.55409260001034,141.56242790000397,142.5618397000071,142.5618397000071,142.5618397000071,142.86173040000722,t,0.2929817000112962,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,62,6,8,t,1.235932599985972,None,8,6,62,5,142.87771749999956,,142.86814639999648,142.87771749999956,143.87685599998804,143.87685599998804,143.87685599998804,145.12660580000374,t,1.235932599985972,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,63,0,9,t,0.6045178000058513,None,9,0,63,4,145.14218649998656,,145.1336985999951,145.14218649998656,146.14153500000248,146.14153500000248,146.14153500000248,146.75792669999646,t,0.6045178000058513,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,64,1,9,t,1.6339229999866802,None,9,1,64,0,146.7743974000041,,146.76435919999494,146.7743974000041,147.77335719999974,147.77335719999974,147.7899219999963,149.4228218999924,t,1.6339229999866802,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,65,2,9,t,1.3244803000125103,None,9,2,65,3,149.4379356999998,,149.4296200000099,149.4379356999998,150.43691129999934,150.43691129999934,150.43691129999934,151.76973189998535,t,1.3244803000125103,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,66,3,9,l,1.6985309000010602,None,9,3,66,2,151.78592900000513,,151.77610089999507,151.78592900000513,152.78469120000955,152.78469120000955,152.78469120000955,154.4840215999866,l,1.6985309000010602,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,67,4,9,t,1.1728903999901377,None,9,4,67,6,154.51489309998578,,154.49167769998894,154.51489309998578,155.49878870000248,155.49878870000248,155.515799899993,156.6820616000041,t,1.1728903999901377,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,68,5,9,t,2.183082400006242,None,9,5,68,5,156.69748899998376,,156.68848789998447,156.69748899998376,157.69715709998854,157.69715709998854,157.69715709998854,159.8953971999872,t,2.183082400006242,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,69,6,9,l,1.4078852999955416,None,9,6,69,1,159.9109324000019,,159.90258319998975,159.9109324000019,160.91001789999427,160.91001789999427,160.91001789999427,162.32589700000244,l,1.4078852999955416,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
40,55,62,70,0,10,t,1.5743536000081804,None,10,0,70,3,162.3418471000041,,162.33231759999762,162.3418471000041,163.32485919998726,163.32485919998726,163.34125550001045,164.90658489998896,t,1.5743536000081804,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,71,1,10,t,2.2724757000105456,None,10,1,71,1,164.92268439999316,,164.91352679999545,164.92268439999316,165.92225549998693,165.92225549998693,165.92225549998693,168.20343809999758,t,2.2724757000105456,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
49,60,89,72,2,10,t,2.105609499994898,None,10,2,72,4,168.21943530000863,,168.20974489999935,168.21943530000863,169.21879359998275,169.21879359998275,169.21879359998275,171.33363099998678,t,2.105609499994898,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,73,3,10,t,1.5566615000134334,None,10,3,73,5,171.34963740000967,,171.3407914999989,171.34963740000967,172.34907470000326,172.34907470000326,172.34907470000326,173.9144469999883,t,1.5566615000134334,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,74,4,10,l,1.6479533000092488,None,10,4,74,0,173.93044639998698,,173.92077209998388,173.93044639998698,174.92990409999038,174.92990409999038,174.92990409999038,176.59566960000666,l,1.6479533000092488,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,75,5,10,t,1.3669285000069067,None,10,5,75,6,176.61116500000935,,176.60272739999346,176.61116500000935,177.61016300000483,177.61016300000483,177.61016300000483,178.99337549999473,t,1.3669285000069067,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
27,50,21,76,6,10,l,1.0591494000109378,None,10,6,76,2,179.0088235999865,,178.99992460000794,179.0088235999865,180.00798210001085,180.00798210001085,180.00798210001085,181.07424320001155,l,1.0591494000109378,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
67,75,119,77,0,11,t,0.2731643999868538,None,11,0,77,5,181.09007050000946,,181.08120250000502,181.09007050000946,182.07327339999028,182.07327339999028,182.08944770001108,182.35623129998567,t,0.2731643999868538,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
15,35,13,78,1,11,t,0.02296810000552796,None,11,1,78,1,182.37207159999525,,182.3627034999954,182.37207159999525,183.37237719999393,183.37237719999393,183.37237719999393,183.40567129998817,t,0.02296810000552796,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
78,80,162,79,2,11,l,0.10943319997750223,None,11,2,79,6,183.42107509999187,,183.4127990999841,183.42107509999187,184.42050680000102,184.42050680000102,184.42050680000102,184.537353599997,l,0.10943319997750223,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
11,30,7,80,3,11,t,0.3091817000240553,None,11,3,80,0,184.5533232000016,,184.54378489998635,184.5533232000016,185.5526942999859,185.5526942999859,185.5526942999859,185.86957670000265,t,0.3091817000240553,None,p2,001,2025-11-02_19h18.57.375,delay discounting task,,2025.1.1,60.04613945537154,2025-11-02 19h19.07.076360 +0530,
