delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon.stopped,polygon_2.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,responses.started,text.started,textbox.started,button.started,responses.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,400,unexp,101,5,8,space,0.4568685,None,400,1,[2.665438099997118],[2.665453699999489],8,5,101,0,617.5506606,,617.5196095,617.5506606,618.5589355,618.5258779,618.5258779,618.9926175,space,0.4568685,None,618.9936988,619.0919911,619.4236056,619.394553,619.395243,619.4236056,619.4236056,619.4236056,622.0896322,100,1,[2.665438099997118],[2.665453699999489],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,102,6,8,space,0.404938,None,400,1,[2.881494600092992],[2.8815101000946015],8,6,102,10,622.1055977,,622.0900944,622.1055977,623.1055208,623.1055208,623.1055208,623.52149,space,0.404938,None,623.5225485,623.9370697,624.2688308,624.2331801,624.2339248,624.2688308,624.2688308,624.2688308,627.1509561,400,1,[2.881494600092992],[2.8815101000946015],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,103,7,8,space,0.5038638,None,400,1,[2.349453300004825],[2.3494691000087187],8,7,103,5,627.1672786,,627.1514503,627.1672786,628.1830144,628.1663595,628.1663595,628.6836166,space,0.5038638,None,628.6846867,629.3983647,629.7300439,629.6975927,629.6982839,629.7300439,629.7300439,629.7300439,632.0800854,700,1,[2.349453300004825],[2.3494691000087187],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,104,8,8,space,0.803678,None,100,1,[1.8335972001077607],[1.8336138000013307],8,8,104,3,632.0961078,,632.080573,632.0961078,633.1112595,633.0948118,633.0948118,633.9113125,space,0.803678,None,633.9123753,634.0110273,634.3421239,634.3099412,634.3106156,634.3421239,634.3421239,634.3421239,636.1763137,100,1,[1.8335972001077607],[1.8336138000013307],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,105,9,8,space,0.3111662,None,100,1,[1.8992092000553384],[1.8992245000554249],8,9,105,1,636.1921847,,636.1767764,636.1921847,637.2073975,637.1906411,637.1906411,637.5077043,space,0.3111662,None,637.5087496,637.906998,638.2383164,638.208043,638.2087212,638.2383164,638.2383164,638.2383164,640.1381086,100,1,[1.8992092000553384],[1.8992245000554249],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,106,10,8,space,0.47047,None,100,1,[3.9631454999325797],[3.963161399937235],8,10,106,11,640.1543976,,640.1385907,640.1543976,641.153858,641.153858,641.153858,641.6372464,space,0.47047,None,641.6383271,642.352265,642.6843113,642.6577985,642.6585551,642.6843113,642.6843113,642.6843113,646.6480357,400,1,[3.9631454999325797],[3.963161399937235],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,107,11,8,space,0.5373484,None,100,1,[2.1152698000660166],[2.1152856000699103],8,11,107,8,646.6650819,,646.6485231,646.6650819,647.680049,647.6642279,647.6642279,648.2140447,space,0.5373484,None,648.2151033,648.9295905,649.2611556,649.2258865,649.2265801,649.2611556,649.2611556,649.2611556,651.3770046,400,1,[2.1152698000660166],[2.1152856000699103],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,108,0,9,space,0.3002604,None,100,1,[1.717460299958475],[1.717470100033097],9,0,108,5,651.3934798,,651.3774917,651.3934798,652.3923831,652.3923831,652.3923831,652.7096393,space,0.3002604,None,652.7107054,653.4247965,653.7568836,653.7195991,653.7202924,653.7568836,653.7568836,653.7568836,655.4748169,700,1,[1.717460299958475],[1.717470100033097],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,109,1,9,space,1.5233369,None,100,1,[1.9829460000619292],[1.9829629000741988],9,1,109,10,655.4895607,,655.4751676,655.4895607,656.50498,656.4884649,656.4884649,658.0210365,space,1.5233369,None,658.0221314,658.4364531,658.7685299,658.7324625,658.7334887,658.7685299,658.7685299,658.7685299,660.7520641,100,1,[1.9829460000619292],[1.9829629000741988],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,110,2,9,space,0.3375801,None,100,1,[1.666105299955234],[1.6661216999636963],9,2,110,11,660.7679524,,660.7525433,660.7679524,661.7831505,661.7661634,661.7661634,662.1163491,space,0.3375801,None,662.117427,662.8154454,663.1474452,663.1173899,663.1180872,663.1474452,663.1474452,663.1474452,664.814142,700,1,[1.666105299955234],[1.6661216999636963],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,111,3,9,space,0.5599238,None,100,1,[2.2335178999928758],[2.2335278999526054],9,3,111,2,664.8301622,,664.8146044,664.8301622,665.8461261,665.829095,665.829095,666.3958171,space,0.5599238,None,666.3969336,667.1115089,667.4432395,667.4130457,667.4137136,667.4432395,667.4432395,667.4432395,669.677204,100,1,[2.2335178999928758],[2.2335278999526054],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,112,4,9,space,0.371226,None,100,1,[2.4987024000147358],[2.498719499912113],9,4,112,8,669.69284,,669.6775354,669.69284,670.7073934,670.6906425,670.6906425,671.0742841,space,0.371226,None,671.0753548,671.7735999,672.1054045,672.0787065,672.0793784,672.1054045,672.1054045,672.1054045,674.604705,100,1,[2.4987024000147358],[2.498719499912113],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,113,5,9,space,0.3316452,None,100,1,[1.9991437999997288],[1.999159500002861],9,5,113,9,674.6204062,,674.6051679,674.6204062,675.6194462,675.6194462,675.6194462,675.9547958,space,0.3316452,None,675.9558559,676.0693917,676.4006802,676.3638905,676.364886,676.4006802,676.4006802,676.4006802,678.400402,100,1,[1.9991437999997288],[1.999159500002861],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,114,6,9,space,0.4262025,None,100,1,[2.2319065999472514],[2.2319275999907404],9,6,114,0,678.4169985,,678.4008805,678.4169985,679.4160697,679.4160697,679.4160697,679.8488763,space,0.4262025,None,679.8499226,679.9491115,680.2804258,680.2453348,680.2460224,680.2804258,680.2804258,680.2804258,682.5129601,100,1,[2.2319065999472514],[2.2319275999907404],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,115,7,9,space,0.3349327,None,100,1,[2.515140700037591],[2.5151567000430077],9,7,115,1,682.5296453,,682.5134251,682.5296453,683.5450571,683.5119132,683.5119132,683.8618707,space,0.3349327,None,683.8629341,684.261383,684.5927224,684.5555291,684.5561982,684.5927224,684.5927224,684.5927224,687.1084445,100,1,[2.515140700037591],[2.5151567000430077],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,116,8,9,space,0.4728079,None,400,1,[5.179181699990295],[5.179197099991143],9,8,116,3,687.1249572,,687.1089307,687.1249572,688.1243267,688.1243267,688.1243267,688.6078142,space,0.4728079,None,688.6088845,688.7231787,689.0549179,689.0269891,689.0276833,689.0549179,689.0549179,689.0549179,694.2346888,400,1,[5.179181699990295],[5.179197099991143],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,117,9,9,space,0.2809091,None,100,1,[1.9828470000065863],[1.9828572999686003],9,9,117,4,694.251144,,694.2351689,694.251144,695.2667788,695.2497764,695.2497764,695.5356441,space,0.2809091,None,695.5367093,695.9500558,696.2814234,696.2466771,696.2473477,696.2814234,696.2814234,696.2814234,698.2647113,400,1,[1.9828470000065863],[1.9828572999686003],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,118,10,9,space,0.5116394,None,400,1,[2.148286800016649],[2.1483030000235885],9,10,118,7,698.2806509,,698.2650693,698.2806509,699.2795768,699.2795768,699.2795768,699.7968297,space,0.5116394,None,699.7978935,700.2120667,700.5438963,700.5131099,700.5137886,700.5438963,700.5438963,700.5438963,702.6927631,400,1,[2.148286800016649],[2.1483030000235885],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,119,11,9,space,0.5530315,None,100,1,[2.3818282999563962],[2.3818448999663815],9,11,119,6,702.7092798,,702.6932695,702.7092798,703.7085309,703.7085309,703.7085309,704.2754982,space,0.5530315,None,704.2765552,704.39121,704.7231232,704.6934718,704.6941384,704.7231232,704.7231232,704.7231232,707.1055465,100,1,[2.3818282999563962],[2.3818448999663815],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,120,0,10,space,0.5323993,None,100,1,[2.4817694999510422],[2.481785299954936],10,0,120,4,707.1220904,,707.1060109,707.1220904,708.1376729,708.1207502,708.1207502,708.6544971,space,0.5323993,None,708.6555774,709.0695285,709.4016363,709.3642224,709.3648947,709.4016363,709.4016363,709.4016363,711.8839974,100,1,[2.4817694999510422],[2.481785299954936],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,121,1,10,space,0.3775721,None,100,1,[2.348426299984567],[2.348441799986176],10,1,121,9,711.900401,,711.8844838,711.900401,712.9165792,712.8993886,712.8993886,713.2828488,space,0.3775721,None,713.283914,713.3826175,713.7142012,713.6867121,713.6874297,713.7142012,713.7142012,713.7142012,716.0632567,100,1,[2.348426299984567],[2.348441799986176],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,122,2,10,space,0.5895756,None,100,1,[1.7001417999854311],[1.700158099993132],10,2,122,8,716.079289,,716.0637428,716.079289,717.0786695,717.0786695,717.0786695,717.6787529,space,0.5895756,None,717.6798019,718.3942772,718.7257961,718.6895986,718.6903533,718.7257961,718.7257961,718.7257961,720.4265186,400,1,[1.7001417999854311],[1.700158099993132],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,123,3,10,space,0.5265456,None,400,1,[2.0996501999907196],[2.0996664999984205],10,3,123,10,720.4416188,,720.4270038,720.4416188,721.4415979,721.4415979,721.4415979,721.9745972,space,0.5265456,None,721.9756641,722.3737574,722.704961,722.6719871,722.672685,722.704961,722.704961,722.704961,724.8052136,400,1,[2.0996501999907196],[2.0996664999984205],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,124,4,10,space,0.2823038,None,100,1,[2.6994425000157207],[2.699453099980019],10,4,124,3,724.8213169,,724.8057011,724.8213169,725.8370562,725.820026,725.820026,726.1047991,space,0.2823038,None,726.1058549,726.2195679,726.5511937,726.5167773,726.517454,726.5511937,726.5511937,726.5511937,729.2510781,100,1,[2.6994425000157207],[2.699453099980019],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,125,5,10,space,0.4772926,None,100,1,[2.1986692999489605],[2.198685299954377],10,5,125,7,729.2666925,,729.2514604,729.2666925,730.2653091,730.2653091,730.2653091,730.7490153,space,0.4772926,None,730.7501387,731.1482968,731.4795834,731.4485599,731.4492328,731.4795834,731.4795834,731.4795834,733.6789201,400,1,[2.1986692999489605],[2.198685299954377],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,126,6,10,space,0.7006064,None,100,1,[2.1323596999282017],[2.132375199929811],10,6,126,11,733.6960791,,733.6794122,733.6960791,734.711291,734.6945093,734.6945093,735.4112916,space,0.7006064,None,735.4123706,736.1263777,736.4585591,736.4291127,736.4297899,736.4585591,736.4585591,736.4585591,738.591498,700,1,[2.1323596999282017],[2.132375199929811],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,127,7,10,space,0.3170061,None,100,1,[2.9984237999888137],[2.9984400999965146],10,7,127,1,738.6072519,,738.5919607,738.6072519,739.6067826,739.6067826,739.6067826,739.9400383,space,0.3170061,None,739.9410957,740.3392871,740.6709779,740.643609,740.6442745,740.6709779,740.6709779,740.6709779,743.670001,400,1,[2.9984237999888137],[2.9984400999965146],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,128,8,10,space,0.422117,None,100,1,[2.150031599914655],[2.150047899922356],10,8,128,2,743.6857577,,743.6704702,743.6857577,744.6851337,744.6851337,744.6851337,745.1187758,space,0.422117,None,745.1198191,745.8334928,746.1652627,746.133916,746.1345954,746.1652627,746.1652627,746.1652627,748.3158939,700,1,[2.150031599914655],[2.150047899922356],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,129,9,10,space,0.3156587,None,100,1,[2.5828941999934614],[2.5829043000703678],10,9,129,5,748.331053,,748.3163621,748.331053,749.3304731,749.3304731,749.3304731,749.6640811,space,0.3156587,None,749.6651705,750.3792235,750.7111024,750.6766189,750.6772932,750.7111024,750.7111024,750.7111024,753.2944339,400,1,[2.5828941999934614],[2.5829043000703678],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,130,10,10,space,0.563167,None,100,1,[2.915628300048411],[2.9156452000606805],10,10,130,6,753.3100578,,753.2947691,753.3100578,754.3258336,754.308604,754.308604,754.8763013,space,0.563167,None,754.8775219,754.9912997,755.3228456,755.2857437,755.2864262,755.3228456,755.3228456,755.3228456,758.2390629,100,1,[2.915628300048411],[2.9156452000606805],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,131,11,10,space,0.5328952,None,400,1,[2.3985753000015393],[2.3985912000061944],10,11,131,0,758.2543649,,758.2395329,758.2543649,759.2538856,759.2538856,759.2538856,759.7878715,space,0.5328952,None,759.7889318,759.9030176,760.2347492,760.2033824,760.204086,760.2347492,760.2347492,760.2347492,762.6339026,100,1,[2.3985753000015393],[2.3985912000061944],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,132,0,11,space,0.3861579,None,200,1,[3.464729900006205],[3.4647462000139058],11,0,132,2,762.6507742,,762.6343759,762.6507742,763.6498304,763.6498304,763.6498304,764.0492613,space,0.3861579,None,764.0503069,764.7488749,765.0799502,765.0480716,765.048727,765.0799502,765.0799502,765.0799502,768.5452736,700,1,[3.464729900006205],[3.4647462000139058],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,133,1,11,space,0.5619477,None,100,1,[2.2992237999569625],[2.299240199965425],11,1,133,4,768.5611546,,768.5457334,768.5611546,769.5606102,769.5606102,769.5606102,770.1265865,space,0.5619477,None,770.1276497,770.5264185,770.8577283,770.8272224,770.8279388,770.8577283,770.8577283,770.8577283,773.1575394,400,1,[2.2992237999569625],[2.299240199965425],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,134,2,11,space,0.5983821,None,100,1,[2.498736200039275],[2.4987526000477374],11,2,134,6,773.1733083,,773.1579999,773.1733083,774.172302,774.172302,774.172302,774.7734776,space,0.5983821,None,774.7745349,774.8879603,775.2202406,775.1889399,775.18963,775.2202406,775.2202406,775.2202406,777.7195665,100,1,[2.498736200039275],[2.4987526000477374],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,135,3,11,space,0.3811412,None,800,1,[2.1826577000319958],[2.1826744000427425],11,3,135,8,777.7353934,,777.7200296,777.7353934,778.7344045,778.7344045,778.7344045,779.1193296,space,0.3811412,None,779.1203888,779.8333445,780.1651649,780.134103,780.1347792,780.1651649,780.1651649,780.1651649,782.3484087,700,1,[2.1826577000319958],[2.1826744000427425],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,136,4,11,space,0.3632736,None,100,1,[2.498710799962282],[2.4987271999707446],11,4,136,1,782.3642076,,782.3488675,782.3642076,783.363532,783.363532,783.363532,783.731085,space,0.3632736,None,783.7321279,784.1461371,784.4777845,784.4440737,784.4447566,784.4777845,784.4777845,784.4777845,786.9770807,400,1,[2.498710799962282],[2.4987271999707446],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,137,5,11,space,0.5167431,None,100,1,[2.6148389000445604],[2.614855300053023],11,5,137,0,786.9934648,,786.9775403,786.9934648,788.0086616,787.9924089,787.9924089,788.5254802,space,0.5167431,None,788.5265367,788.6250539,788.956504,788.9243571,788.9250449,788.956504,788.956504,788.956504,791.5719293,100,1,[2.6148389000445604],[2.614855300053023],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,138,6,11,space,0.610988,None,400,1,[3.098226400092244],[3.098243599990383],11,6,138,5,791.5880715,,791.5724126,791.5880715,792.5874741,792.5704201,792.5704201,793.1875707,space,0.610988,None,793.1886642,793.9028286,794.234783,794.203465,794.2049586,794.234783,794.234783,794.234783,797.333607,400,1,[3.098226400092244],[3.098243599990383],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,139,7,11,space,0.6067396,None,400,1,[3.9143624999560416],[3.914378199959174],11,7,139,11,797.3494955,,797.3340865,797.3494955,798.3487488,798.3487488,798.3487488,798.9652947,space,0.6067396,None,798.9663739,799.6800967,800.0125214,799.977331,799.9780099,800.0125214,800.0125214,800.0125214,803.927477,400,1,[3.9143624999560416],[3.914378199959174],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,140,8,11,space,0.7496968,None,700,1,[2.265619699959643],[2.2656364999711514],11,8,140,7,803.9426803,,803.9279596,803.9426803,804.9582693,804.9420285,804.9420285,805.7085389,space,0.7496968,None,805.7096617,806.1077521,806.439528,806.4037542,806.4045406,806.439528,806.439528,806.439528,808.7057366,400,1,[2.265619699959643],[2.2656364999711514],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,141,9,11,space,0.942068,None,400,1,[4.663577200029977],[4.663593100034632],11,9,141,3,808.7215426,,808.7062017,808.7215426,809.7372951,809.7205341,809.7205341,810.6701189,space,0.942068,None,810.671181,810.7692467,811.1013633,811.0718445,811.0725212,811.1013633,811.1013633,811.1013633,815.7655384,400,1,[4.663577200029977],[4.663593100034632],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,142,10,11,space,0.5052949,None,100,1,[4.013361799996346],[4.013378000003286],11,10,142,10,815.7812998,,815.7660194,815.7812998,816.7803086,816.7803086,816.7803086,817.2967102,space,0.5052949,None,817.2977862,817.696297,818.0280476,817.9984337,817.9991217,818.0280476,818.0280476,818.0280476,822.0420066,700,1,[4.013361799996346],[4.013378000003286],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,143,11,11,space,0.6592323,None,100,1,[3.497158999904059],[3.497174899908714],11,11,143,9,822.0591356,,822.0425162,822.0591356,823.0741072,823.0577566,823.0577566,823.7244853,space,0.6592323,None,823.7255893,823.8237252,824.1554616,824.1225871,824.123269,824.1554616,824.1554616,824.1554616,827.6532193,400,1,[3.497158999904059],[3.497174899908714],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,144,0,12,space,0.9054866,None,400,1,[6.346884800004773],[6.346894299960695],12,0,144,6,827.6695167,,827.6537143,827.6695167,828.6688989,828.652114,828.652114,829.5683299,space,0.9054866,None,829.5693914,829.6678799,829.999193,829.9620254,829.9627201,829.999193,829.999193,829.999193,836.3465308,400,1,[6.346884800004773],[6.346894299960695],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,145,1,12,space,0.8166626,None,400,1,[3.86453690007329],[3.8645543000893667],12,1,145,10,836.3610583,,836.34687,836.3610583,837.3763409,837.3595864,837.3595864,838.1772213,space,0.8166626,None,838.1783002,838.5917317,838.9241135,838.8946161,838.8953038,838.9241135,838.9241135,838.9241135,842.7892537,400,1,[3.86453690007329],[3.8645543000893667],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,146,2,12,space,0.4700595,None,400,1,[3.1984175998950377],[3.1984335999004543],12,2,146,0,842.8048058,,842.7897183,842.8048058,843.8202006,843.8039719,843.8039719,844.2871054,space,0.4700595,None,844.2881756,844.3866572,844.7180365,844.6838754,844.6845471,844.7180365,844.7180365,844.7180365,847.9170448,100,1,[3.1984175998950377],[3.1984335999004543],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,147,3,12,space,0.6786676,None,100,1,[2.482613200088963],[2.4826298999832943],12,3,147,5,847.9330866,,847.9175112,847.9330866,848.9487059,848.9315448,848.9315448,849.6153816,space,0.6786676,None,849.6165158,850.3306811,850.6623316,850.6282778,850.6289584,850.6623316,850.6623316,850.6623316,853.1455795,400,1,[2.482613200088963],[2.4826298999832943],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,148,4,12,space,1.0817643,None,100,1,[2.3824611000018194],[2.3824766000034288],12,4,148,11,853.160727,,853.1460496,853.160727,854.1602964,854.1602964,854.1602964,855.2590812,space,1.0817643,None,855.2601501,855.9583095,856.2901569,856.2589074,856.2595776,856.2901569,856.2901569,856.2901569,858.6732114,700,1,[2.3824611000018194],[2.3824766000034288],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,149,5,12,space,1.0517336,None,400,1,[1.8492860000114888],[1.849302600021474],12,5,149,2,858.6886562,,858.6736797,858.6886562,859.6882852,859.6882852,859.6882852,860.7541963,space,1.0517336,None,860.7553113,861.4693707,861.8011871,861.7703068,861.7709882,861.8011871,861.8011871,861.8011871,863.6510616,700,1,[1.8492860000114888],[1.849302600021474],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,150,6,12,space,1.1488692,None,400,1,[1.9820643999846652],[1.9820908999536186],12,6,150,9,863.6670149,,863.6515375,863.6670149,864.6664758,864.6503002,864.6503002,865.8159197,space,1.1488692,None,865.8169736,865.9155482,866.2471341,866.2126768,866.2133553,866.2471341,866.2471341,866.2471341,868.2297866,100,1,[1.9820643999846652],[1.9820908999536186],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,151,7,12,space,0.5610498,None,100,1,[2.217151299933903],[2.2171668999362737],12,7,151,8,868.246146,,868.2302517,868.246146,869.24555,869.24555,869.24555,869.8119202,space,0.5610498,None,869.812976,870.5273998,870.8593058,870.8300324,870.8307209,870.8593058,870.8593058,870.8593058,873.0770429,400,1,[2.217151299933903],[2.2171668999362737],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,152,8,12,space,0.4890892,None,700,1,[2.182285499991849],[2.1823011999949813],12,8,152,4,873.091489,,873.0775269,873.091489,874.1066668,874.0905099,874.0905099,874.5909684,space,0.4890892,None,874.5920389,875.0061726,875.3377924,875.3104376,875.3111516,875.3377924,875.3377924,875.3377924,877.5206593,400,1,[2.182285499991849],[2.1823011999949813],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,153,9,12,space,0.5391089,None,100,1,[2.3166229999624193],[2.3166335999267176],12,9,153,7,877.5373589,,877.5211422,877.5373589,878.5532593,878.5364548,878.5364548,879.0865272,space,0.5391089,None,879.0875941,879.5021517,879.8333752,879.8011575,879.8018607,879.8333752,879.8333752,879.8333752,882.1504332,400,1,[2.3166229999624193],[2.3166335999267176],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,154,10,12,space,0.8097517,None,700,1,[2.2484822999686003],[2.248497899970971],12,10,154,3,882.1658176,,882.1507985,882.1658176,883.1647989,883.1647989,883.1647989,883.9813034,space,0.8097517,None,883.9823775,884.0808565,884.4126473,884.377199,884.3778866,884.4126473,884.4126473,884.4126473,886.6617055,400,1,[2.2484822999686003],[2.248497899970971],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,155,11,12,space,0.8443959,None,400,1,[2.9312290999805555],[2.9312395999440923],12,11,155,1,886.6780367,,886.6621873,886.6780367,887.6774668,887.6774668,887.6774668,888.5270929,space,0.8443959,None,888.5281229,888.9263541,889.2577331,889.2262792,889.2269735,889.2577331,889.2577331,889.2577331,892.1894283,400,1,[2.9312290999805555],[2.9312395999440923],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
