delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon.stopped,polygon_2.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,responses.started,text.started,textbox.started,button.started,responses.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.1,1000,exp,198,6,16,space,0.3357381,None,700,1,[2.066572899930179],[2.06658919993788],16,6,198,9,1104.196501,,1104.180912,1104.196501,1105.195515,1105.195515,1105.195515,1105.546599,space,0.3357381,None,1105.547673,1105.662051,1105.993431,1105.966839,1105.96751,1105.993431,1105.993431,1105.993431,1108.060629,100,1,[2.066572899930179],[2.06658919993788],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,199,7,16,space,0.3633514,None,700,1,[1.6156881999922916],[1.615704800002277],16,7,199,8,1108.076671,,1108.061124,1108.076671,1109.092055,1109.07587,1109.07587,1109.443352,space,0.3633514,None,1109.444411,1110.157661,1110.489618,1110.454352,1110.455049,1110.489618,1110.489618,1110.489618,1112.105889,700,1,[1.6156881999922916],[1.615704800002277],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,200,8,16,space,0.41564,None,400,1,[2.066391699947417],[2.0664079999551177],16,8,200,5,1112.122448,,1112.106446,1112.122448,1113.138059,1113.121606,1113.121606,1113.538236,space,0.41564,None,1113.539385,1114.254131,1114.585176,1114.553849,1114.554534,1114.585176,1114.585176,1114.585176,1116.652155,700,1,[2.066391699947417],[2.0664079999551177],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,201,9,16,space,0.593071,None,400,1,[2.1990099999820814],[2.1990269999951124],16,9,201,4,1116.667854,,1116.652631,1116.667854,1117.666884,1117.666884,1117.666884,1118.26713,space,0.593071,None,1118.26819,1118.666639,1118.997904,1118.968376,1118.969115,1118.997904,1118.997904,1118.997904,1121.197501,700,1,[2.1990099999820814],[2.1990269999951124],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,202,10,16,space,0.3844634,None,700,1,[2.3668340999865904],[2.366850499995053],16,10,202,7,1121.213891,,1121.197977,1121.213891,1122.229486,1122.212655,1122.212655,1122.612865,space,0.3844634,None,1122.613999,1123.02798,1123.360158,1123.322279,1123.322964,1123.360158,1123.360158,1123.360158,1125.727606,400,1,[2.3668340999865904],[2.366850499995053],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,203,11,16,space,0.4090812,None,100,1,[2.016550899948925],[2.016561400028877],16,11,203,0,1125.742668,,1125.728185,1125.742668,1126.74131,1126.74131,1126.74131,1127.157824,space,0.4090812,None,1127.158887,1127.257359,1127.589122,1127.557976,1127.55866,1127.589122,1127.589122,1127.589122,1129.606124,100,1,[2.016550899948925],[2.016561400028877],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,204,0,17,space,0.3240782,None,400,1,[2.381672300049104],[2.3816876999335364],17,0,204,7,1129.621992,,1129.606479,1129.621992,1130.620713,1130.620713,1130.620713,1130.954516,space,0.3240782,None,1130.955595,1131.370178,1131.701721,1131.670854,1131.671544,1131.701721,1131.701721,1131.701721,1134.083971,400,1,[2.381672300049104],[2.3816876999335364],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,205,1,17,space,0.4461559,None,400,1,[2.548493899987079],[2.5485089999856427],17,1,205,6,1134.10092,,1134.08446,1134.10092,1135.099696,1135.099696,1135.099696,1135.550206,space,0.4461559,None,1135.55127,1135.665838,1135.99785,1135.96279,1135.963469,1135.99785,1135.99785,1135.99785,1138.54693,100,1,[2.548493899987079],[2.5485089999856427],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,206,2,17,space,0.3280423,None,400,1,[1.7497606999240816],[1.7497760999249294],17,2,206,10,1138.562689,,1138.547396,1138.562689,1139.562288,1139.562288,1139.562288,1139.896236,space,0.3280423,None,1139.897296,1140.310844,1140.642895,1140.614295,1140.615001,1140.642895,1140.642895,1140.642895,1142.393235,400,1,[1.7497606999240816],[1.7497760999249294],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,207,3,17,space,0.3012495,None,400,1,[2.2160123999929056],[2.216022300068289],17,3,207,4,1142.409564,,1142.393705,1142.409564,1143.425162,1143.408466,1143.408466,1143.725899,space,0.3012495,None,1143.726965,1144.140762,1144.472875,1144.442349,1144.443064,1144.472875,1144.472875,1144.472875,1146.689371,400,1,[2.2160123999929056],[2.216022300068289],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,208,4,17,space,0.3015685,None,400,1,[3.03178860002663],[3.0318033000221476],17,4,208,5,1146.704724,,1146.689727,1146.704724,1147.720546,1147.704335,1147.704335,1148.020956,space,0.3015685,None,1148.022294,1148.736501,1149.0679,1149.036456,1149.037125,1149.0679,1149.0679,1149.0679,1152.100274,700,1,[3.03178860002663],[3.0318033000221476],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,209,5,17,space,0.3649695,None,700,1,[2.716162299970165],[2.716178599977866],17,5,209,3,1152.116271,,1152.100736,1152.116271,1153.132286,1153.115424,1153.115424,1153.482771,space,0.3649695,None,1153.483852,1153.598114,1153.929469,1153.90283,1153.903521,1153.929469,1153.929469,1153.929469,1156.646215,100,1,[2.716162299970165],[2.716178599977866],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,210,6,17,space,0.5094398,None,400,1,[2.3487044000066817],[2.348720300011337],17,6,210,9,1156.661821,,1156.646684,1156.661821,1157.67748,1157.660428,1157.660428,1158.177563,space,0.5094398,None,1158.178629,1158.277145,1158.608837,1158.572536,1158.573334,1158.608837,1158.608837,1158.608837,1160.958135,400,1,[2.3487044000066817],[2.348720300011337],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,211,7,17,space,0.6250948,None,400,1,[1.5694950999459252],[1.569511599955149],17,7,211,11,1160.975023,,1160.95859,1160.975023,1161.989726,1161.973243,1161.973243,1162.60664,space,0.6250948,None,1162.607702,1163.322236,1163.653563,1163.622431,1163.623099,1163.653563,1163.653563,1163.653563,1165.22364,700,1,[1.5694950999459252],[1.569511599955149],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,212,8,17,space,0.591445,None,400,1,[5.046942699933425],[5.0469531998969615],17,8,212,1,1165.237213,,1165.22411,1165.237213,1166.252743,1166.235679,1166.235679,1166.835521,space,0.591445,None,1166.836572,1167.251274,1167.583314,1167.554257,1167.55494,1167.583314,1167.583314,1167.583314,1172.630706,400,1,[5.046942699933425],[5.0469531998969615],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,213,9,17,space,0.4042725,None,400,1,[3.147957199951634],[3.1479727999540046],17,9,213,0,1172.646127,,1172.63106,1172.646127,1173.662414,1173.645636,1173.645636,1174.062091,space,0.4042725,None,1174.063175,1174.177783,1174.509893,1174.475712,1174.476379,1174.509893,1174.509893,1174.509893,1177.658441,400,1,[3.147957199951634],[3.1479727999540046],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,214,10,17,space,0.6010878,None,700,1,[3.0671795000089332],[3.0671965000219643],17,10,214,2,1177.674763,,1177.658907,1177.674763,1178.690083,1178.673508,1178.673508,1179.290403,space,0.6010878,None,1179.291459,1180.005677,1180.337484,1180.301453,1180.302501,1180.337484,1180.337484,1180.337484,1183.405254,400,1,[3.0671795000089332],[3.0671965000219643],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,215,11,17,space,0.2827036,None,400,1,[2.1501971000107005],[2.1502136000199243],17,11,215,8,1183.420692,,1183.405715,1183.420692,1184.436149,1184.41919,1184.41919,1184.718218,space,0.2827036,None,1184.719296,1185.433131,1185.765173,1185.733913,1185.734624,1185.765173,1185.765173,1185.765173,1187.915961,700,1,[2.1501971000107005],[2.1502136000199243],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,216,0,18,space,0.4492023,None,400,1,[2.215659199981019],[2.21567619999405],18,0,216,6,1187.931343,,1187.916434,1187.931343,1188.946714,1188.930035,1188.930035,1189.380142,space,0.4492023,None,1189.381203,1189.480051,1189.811483,1189.776573,1189.777243,1189.811483,1189.811483,1189.811483,1192.027729,400,1,[2.215659199981019],[2.21567619999405],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,217,1,18,space,0.6848045,None,100,1,[2.083360999939032],[2.0833709000144154],18,1,217,7,1192.04333,,1192.028189,1192.04333,1193.043233,1193.043233,1193.043233,1193.742923,space,0.6848045,None,1193.743997,1194.158252,1194.490195,1194.45866,1194.459342,1194.490195,1194.490195,1194.490195,1196.574003,400,1,[2.083360999939032],[2.0833709000144154],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,218,2,18,space,0.4012732,None,400,1,[2.9815450999885798],[2.9815610999939963],18,2,218,1,1196.589564,,1196.574343,1196.589564,1197.588251,1197.588251,1197.588251,1198.005373,space,0.4012732,None,1198.006481,1198.404694,1198.73565,1198.704705,1198.705386,1198.73565,1198.73565,1198.73565,1201.717787,100,1,[2.9815450999885798],[2.9815610999939963],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,219,3,18,space,0.5913237,None,400,1,[3.18141459999606],[3.181431100005284],18,3,219,11,1201.734117,,1201.71827,1201.734117,1202.749439,1202.732926,1202.732926,1203.332796,space,0.5913237,None,1203.333868,1204.032164,1204.363611,1204.332167,1204.332843,1204.363611,1204.363611,1204.363611,1207.545616,700,1,[3.18141459999606],[3.181431100005284],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,220,4,18,space,0.7006241,None,400,1,[4.0795409000711516],[4.079556700075045],18,4,220,3,1207.561701,,1207.546104,1207.561701,1208.560998,1208.560998,1208.560998,1209.277417,space,0.7006241,None,1209.278502,1209.377085,1209.70864,1209.678811,1209.679505,1209.70864,1209.70864,1209.70864,1213.78877,400,1,[4.0795409000711516],[4.079556700075045],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,221,5,18,space,0.6525251,None,400,1,[1.6671941000968218],[1.667205100064166],18,5,221,8,1213.805579,,1213.789236,1213.805579,1214.804867,1214.787975,1214.787975,1215.454904,space,0.6525251,None,1215.455993,1216.17026,1216.501812,1216.468101,1216.468855,1216.501812,1216.501812,1216.501812,1218.169449,700,1,[1.6671941000968218],[1.667205100064166],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,222,6,18,space,0.3426373,None,400,1,[2.2669831999810413],[2.2670001999940723],18,6,222,10,1218.184194,,1218.169809,1218.184194,1219.183854,1219.183854,1219.183854,1219.534024,space,0.3426373,None,1219.5351,1219.949018,1220.281067,1220.248471,1220.249189,1220.281067,1220.281067,1220.281067,1222.548647,400,1,[2.2669831999810413],[2.2670001999940723],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,223,7,18,space,0.3273889,None,400,1,[2.3324713999172673],[2.332487899926491],18,7,223,9,1222.563883,,1222.549137,1222.563883,1223.562509,1223.562509,1223.562509,1223.895918,space,0.3273889,None,1223.896981,1223.9962,1224.327198,1224.29718,1224.297833,1224.327198,1224.327198,1224.327198,1226.660261,100,1,[2.3324713999172673],[2.332487899926491],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,224,8,18,space,0.404965,None,400,1,[1.8342386999865994],[1.8342492999508977],18,8,224,2,1226.676419,,1226.66072,1226.676419,1227.692152,1227.675072,1227.675072,1228.092153,space,0.404965,None,1228.093232,1228.807321,1229.139303,1229.107756,1229.108424,1229.139303,1229.139303,1229.139303,1230.97398,700,1,[1.8342386999865994],[1.8342492999508977],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,225,9,18,space,0.5975456,None,400,1,[2.548431299976073],[2.5484472999814898],18,9,225,5,1230.989322,,1230.974321,1230.989322,1232.004767,1231.987528,1231.987528,1232.588736,space,0.5975456,None,1232.589794,1233.302772,1233.635397,1233.606204,1233.606879,1233.635397,1233.635397,1233.635397,1236.184413,700,1,[2.548431299976073],[2.5484472999814898],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,226,10,18,space,0.4431051,None,700,1,[4.563114600023255],[4.563141299993731],18,10,226,0,1236.200044,,1236.18487,1236.200044,1237.215675,1237.199428,1237.199428,1237.649875,space,0.4431051,None,1237.650925,1237.765186,1238.096811,1238.061577,1238.062249,1238.096811,1238.096811,1238.096811,1242.660514,100,1,[4.563114600023255],[4.563141299993731],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,227,11,18,space,0.5355764,None,400,1,[3.663547500036657],[3.6635633000405505],18,11,227,4,1242.676654,,1242.660983,1242.676654,1243.67754,1243.661482,1243.661482,1244.210625,space,0.5355764,None,1244.211696,1244.625545,1244.956963,1244.922983,1244.923665,1244.956963,1244.956963,1244.956963,1248.621101,400,1,[3.663547500036657],[3.6635633000405505],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,228,0,19,space,0.4411893,None,700,1,[2.0662968000397086],[2.066313400049694],19,0,228,4,1248.63853,,1248.621571,1248.63853,1249.653253,1249.637109,1249.637109,1250.087081,space,0.4411893,None,1250.08814,1250.503104,1250.834545,1250.79851,1250.799546,1250.834545,1250.834545,1250.834545,1252.901435,700,1,[2.0662968000397086],[2.066313400049694],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,229,1,19,space,0.458138,None,300,1,[3.14828409999609],[3.148302700021304],19,1,229,7,1252.916971,,1252.901891,1252.916971,1253.916064,1253.916064,1253.916064,1254.382811,space,0.458138,None,1254.383874,1254.782122,1255.113752,1255.077725,1255.078799,1255.113752,1255.113752,1255.113752,1258.262637,400,1,[3.14828409999609],[3.148302700021304],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,230,2,19,space,0.5049273,None,900,1,[3.4474284999305382],[3.447444799938239],19,2,230,3,1258.278427,,1258.263099,1258.278427,1259.277842,1259.277842,1259.277842,1259.79429,space,0.5049273,None,1259.795353,1259.893775,1260.225478,1260.195051,1260.195732,1260.225478,1260.225478,1260.225478,1263.673486,100,1,[3.4474284999305382],[3.447444799938239],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,231,3,19,space,0.4038037,None,600,1,[3.0150912000099197],[3.0151077000191435],19,3,231,0,1263.690032,,1263.673966,1263.690032,1264.688627,1264.688627,1264.688627,1265.105721,space,0.4038037,None,1265.106763,1265.205455,1265.536488,1265.505899,1265.506573,1265.536488,1265.536488,1265.536488,1268.552218,400,1,[3.0150912000099197],[3.0151077000191435],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,232,4,19,space,0.363348,None,600,1,[2.3646607999689877],[2.3646768999751657],19,4,232,6,1268.56794,,1268.552683,1268.56794,1269.56755,1269.56755,1269.56755,1269.934714,space,0.363348,None,1269.935857,1270.050182,1270.382154,1270.350151,1270.350818,1270.382154,1270.382154,1270.382154,1272.747414,100,1,[2.3646607999689877],[2.3646768999751657],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,233,5,19,space,0.3394114,None,400,1,[2.2155245000030845],[2.215540300006978],19,5,233,8,1272.764152,,1272.747932,1272.764152,1273.763106,1273.746549,1273.746549,1274.097078,space,0.3394114,None,1274.098172,1274.812124,1275.143713,1275.108658,1275.109338,1275.143713,1275.143713,1275.143713,1277.359829,700,1,[2.2155245000030845],[2.215540300006978],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,234,6,19,space,0.5173641,None,100,1,[2.7649151000659913],[2.7649312000721693],19,6,234,1,1277.376607,,1277.360316,1277.376607,1278.391974,1278.37531,1278.37531,1278.908271,space,0.5173641,None,1278.909322,1279.308048,1279.639371,1279.611454,1279.612142,1279.639371,1279.639371,1279.639371,1282.404863,400,1,[2.7649151000659913],[2.7649312000721693],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,235,7,19,space,0.5310993,None,400,1,[1.8688266000244766],[1.8688414000207558],19,7,235,11,1282.421528,,1282.405327,1282.421528,1283.420242,1283.420242,1283.420242,1283.955267,space,0.5310993,None,1283.956335,1284.669061,1285.000947,1284.963197,1284.963903,1285.000947,1285.000947,1285.000947,1286.870277,700,1,[1.8688266000244766],[1.8688414000207558],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,236,8,19,space,0.4312408,None,100,1,[2.0823802000377327],[2.082396100042388],19,8,236,9,1286.883781,,1286.87063,1286.883781,1287.882559,1287.882559,1287.882559,1288.317268,space,0.4312408,None,1288.318331,1288.432341,1288.764125,1288.729456,1288.730159,1288.764125,1288.764125,1288.764125,1290.847113,100,1,[2.0823802000377327],[2.082396100042388],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,237,9,19,space,0.2734667,None,100,1,[1.6164736000355333],[1.6164890000363812],19,9,237,2,1290.863466,,1290.847575,1290.863466,1291.879026,1291.862556,1291.862556,1292.14619,space,0.2734667,None,1292.147233,1292.861116,1293.192877,1293.157574,1293.158241,1293.192877,1293.192877,1293.192877,1294.809934,700,1,[1.6164736000355333],[1.6164890000363812],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,238,10,19,space,0.4320766,None,400,1,[1.9658871999708936],[1.9659029999747872],19,10,238,10,1294.825818,,1294.810393,1294.825818,1295.824813,1295.824813,1295.824813,1296.260449,space,0.4320766,None,1296.261507,1296.673781,1297.005782,1296.976398,1296.97709,1297.005782,1297.005782,1297.005782,1298.972256,400,1,[1.9658871999708936],[1.9659029999747872],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,239,11,19,space,0.4472382,None,100,1,[3.5487094999989495],[3.5487258000066504],19,11,239,5,1298.988235,,1298.972758,1298.988235,1299.987216,1299.987216,1299.987216,1300.438448,space,0.4472382,None,1300.439783,1301.153328,1301.484491,1301.453368,1301.454038,1301.484491,1301.484491,1301.484491,1305.033805,400,1,[3.5487094999989495],[3.5487258000066504],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,240,0,20,space,0.4753764,None,100,1,[2.931996600003913],[2.932012000004761],20,0,240,4,1305.048751,,1305.034266,1305.048751,1306.048285,1306.048285,1306.048285,1306.531589,space,0.4753764,None,1306.532656,1306.946991,1307.278797,1307.245597,1307.246272,1307.278797,1307.278797,1307.278797,1310.211386,400,1,[2.931996600003913],[2.932012000004761],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,241,1,20,space,0.4835091,None,400,1,[2.6475423999363557],[2.647558099939488],20,1,241,6,1310.226824,,1310.211846,1310.226824,1311.2271,1311.2271,1311.2271,1311.726494,space,0.4835091,None,1311.727585,1311.825759,1312.15769,1312.122259,1312.122943,1312.15769,1312.15769,1312.15769,1314.805816,400,1,[2.6475423999363557],[2.647558099939488],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,242,2,20,space,0.2762598,None,400,1,[1.7169608999975026],[1.716980900033377],20,2,242,11,1314.822648,,1314.806395,1314.822648,1315.838285,1315.821345,1315.821345,1316.105023,space,0.2762598,None,1316.106079,1316.804442,1317.135758,1317.104364,1317.10508,1317.135758,1317.135758,1317.135758,1318.853173,700,1,[1.7169608999975026],[1.716980900033377],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,243,3,20,space,0.3260203,None,400,1,[3.6481950999004766],[3.6482117999112234],20,3,243,0,1318.868391,,1318.853523,1318.868391,1319.868042,1319.868042,1319.868042,1320.200883,space,0.3260203,None,1320.20193,1320.300601,1320.632625,1320.600718,1320.601388,1320.632625,1320.632625,1320.632625,1324.281404,100,1,[3.6481950999004766],[3.6482117999112234],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,244,4,20,space,0.4555048,None,100,1,[2.2161886000540107],[2.21620480006095],20,4,244,9,1324.296654,,1324.281878,1324.296654,1325.296018,1325.296018,1325.296018,1325.762959,space,0.4555048,None,1325.764025,1325.862428,1326.193335,1326.163899,1326.16453,1326.193335,1326.193335,1326.193335,1328.41012,100,1,[2.2161886000540107],[2.21620480006095],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,245,5,20,space,0.3214654,None,400,1,[1.8650848999386653],[1.8651072999928147],20,5,245,3,1328.425835,,1328.410585,1328.425835,1329.425355,1329.425355,1329.425355,1329.758535,space,0.3214654,None,1329.759608,1329.857951,1330.189873,1330.159685,1330.160401,1330.189873,1330.189873,1330.189873,1332.055565,100,1,[1.8650848999386653],[1.8651072999928147],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,246,6,20,space,0.4078319,None,400,1,[2.1328624000307173],[2.1328781000338495],20,6,246,1,1332.071889,,1332.056034,1332.071889,1333.071768,1333.054756,1333.054756,1333.47153,space,0.4078319,None,1333.472586,1333.886808,1334.219102,1334.182507,1334.183221,1334.219102,1334.219102,1334.219102,1336.352574,400,1,[2.1328624000307173],[2.1328781000338495],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,247,7,20,space,1.5479411,None,400,1,[2.549131100066006],[2.5491486000828445],20,7,247,2,1336.368034,,1336.353169,1336.368034,1337.367092,1337.367092,1337.367092,1338.917615,space,1.5479411,None,1338.91866,1339.631413,1339.96309,1339.932431,1339.933126,1339.96309,1339.96309,1339.96309,1342.512837,700,1,[2.549131100066006],[2.5491486000828445],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,248,8,20,space,0.3849991,None,400,1,[2.49906440009363],[2.499080500099808],20,8,248,5,1342.529008,,1342.513327,1342.529008,1343.527655,1343.527655,1343.527655,1343.928542,space,0.3849991,None,1343.92963,1344.643181,1344.974872,1344.941581,1344.942266,1344.974872,1344.974872,1344.974872,1347.474523,400,1,[2.49906440009363],[2.499080500099808],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,249,9,20,space,0.4699933,None,100,1,[2.164859199896455],[2.1648751999018714],20,9,249,8,1347.490059,,1347.474987,1347.490059,1348.489722,1348.489722,1348.489722,1348.973305,space,0.4699933,None,1348.974376,1349.68846,1350.020344,1349.990358,1349.991032,1350.020344,1350.020344,1350.020344,1352.185815,700,1,[2.164859199896455],[2.1648751999018714],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,250,10,20,space,0.2855145,None,400,1,[2.314527399954386],[2.3145435999613255],20,10,250,10,1352.202375,,1352.186278,1352.202375,1353.201993,1353.185168,1353.185168,1353.485686,space,0.2855145,None,1353.486747,1353.901167,1354.233061,1354.204367,1354.20503,1354.233061,1354.233061,1354.233061,1356.548167,400,1,[2.314527399954386],[2.3145435999613255],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,251,11,20,space,0.3273649,None,400,1,[2.134516999940388],[2.134527300018817],20,11,251,7,1356.564774,,1356.548659,1356.564774,1357.564219,1357.547591,1357.547591,1357.881254,space,0.3273649,None,1357.882321,1358.296128,1358.628058,1358.598045,1358.598719,1358.628058,1358.628058,1358.628058,1360.763023,400,1,[2.134516999940388],[2.134527300018817],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
