trial,lag,T1_pos,T2_pos,thisN,thisTrialN,thisRepN,T1_target,T2_target,textbox1.text,textbox2.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction.started,key_resp1.started,instructions.stopped,key_resp1.keys,key_resp1.rt,key_resp1.duration,trial.started,fixation.started,trial.stopped,rsvp.started,stream_text.started,rsvp.stopped,trials.T1_target,trials.T2_target,response.started,text.started,textbox1.started,textbox2.started,text.stopped,button.started,response.stopped,trials.textbox1.text,trials.textbox2.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,fixation.stopped,thank_you.started,text_2.started,key_resp.started,thank_you.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
2,3,4,7,9,1,1,8,1,8,1,1,[3.3823164000641555],[3.3823341000825167],1,1,9,1,68.5007082,,,,,,,,,68.4842672,68.5007082,68.9841967,68.9843091,69.0003221,70.4169617,8,1,70.4181893,70.4325751,71.6472498,71.6472498,71.6472498,71.7469547,75.1299327,8,1,1,[3.3823164000641555],[3.3823341000825167],69.0003221,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,10,2,1,3,4,3,4,1,[3.597866900032386],[3.5978811000240967],1,2,10,2,75.145217,,,,,,,,,75.1303944,75.145217,75.6445154,75.6446606,75.6611339,77.0579208,3,4,77.0586151,77.07411,78.2738024,78.2738024,78.3068495,78.3734355,81.9718333,3,4,1,[3.597866900032386],[3.5978811000240967],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,11,3,1,6,2,6,2,1,[4.347277899971232],[4.347294099978171],1,3,11,3,81.9876825,,,,,,,,,81.9722216,81.9876825,82.471368,82.4715088,82.4870056,83.9031011,6,2,83.9040801,83.9192679,85.1332656,85.1332656,85.1332656,85.2332089,89.5811325,6,2,1,[4.347277899971232],[4.347294099978171],82.4870056,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,12,4,1,6,1,6,1,1,[4.813750499975868],[4.813765100087039],1,4,12,4,89.596997,,,,,,,,,89.5816402,89.596997,90.0802582,90.0804039,90.0962136,91.5122083,6,1,91.5131832,91.5280338,92.7419461,92.7419461,92.7419461,92.8416449,97.655986,6,1,1,[4.813750499975868],[4.813765100087039],90.0962136,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,13,5,1,7,8,7,8,1,[4.2967800999758765],[4.296796399983577],1,5,13,5,97.6720722,,,,,,,,,97.6563872,97.6720722,98.1556178,98.1557308,98.1717514,99.5872917,7,8,99.5882686,99.6036586,100.8010155,100.8010155,100.8341288,100.9505764,105.248094,7,8,1,[4.2967800999758765],[4.296796399983577],98.1717514,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
7,5,5,10,14,6,1,5,7,5,7,1,[3.8133367999689654],[3.8133524999720976],1,6,14,6,105.2648819,,,,,,,,,105.2486244,105.2648819,105.7480509,105.7481632,105.7639261,107.1801832,5,7,107.180981,107.1968128,108.4102251,108.4102251,108.4430653,108.5102077,112.3240858,5,7,1,[3.8133367999689654],[3.8133524999720976],105.7639261,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
8,8,5,13,15,7,1,8,7,8,5,1,[4.513247800059617],[4.513264000066556],1,7,15,7,112.3411002,,,,,,,,,112.3244639,112.3411002,112.8241889,112.82431,112.8405479,114.2563712,8,7,114.2573749,114.2726092,115.4865003,115.4865003,115.5197831,115.5857712,120.0996987,8,5,1,[4.513247800059617],[4.513264000066556],112.8405479,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
1,2,4,6,16,0,2,4,6,4,7,1,[5.346378599992022],[5.3463894000742584],2,0,16,0,120.1169299,,,,,,,,,120.1002136,120.1169299,120.5998491,120.5999664,120.6163066,122.0318503,4,6,122.0328821,122.0482073,123.2621577,123.2621577,123.2954066,123.3620332,128.7089315,4,7,1,[5.346378599992022],[5.3463894000742584],120.6163066,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
2,3,4,7,17,1,2,8,3,8,3,1,[3.13188830006402],[3.1318988000275567],2,1,17,1,128.7247342,,,,,,,,,128.7093015,128.7247342,129.2085965,129.208709,129.2242053,130.6401853,8,3,130.6411641,130.655921,131.8702447,131.8702447,131.8702447,131.9701434,135.1025415,8,3,1,[3.13188830006402],[3.1318988000275567],129.2242053,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,18,2,2,9,2,9,7,1,[2.7655209999065846],[2.7655370999127626],2,2,18,2,135.1188439,,,,,,,,,135.1029274,135.1188439,135.6018678,135.6019823,135.6177315,137.0338275,9,2,137.0348246,137.0502174,138.2639439,138.2639439,138.2639439,138.3634662,141.129664,9,7,1,[2.7655209999065846],[2.7655370999127626],135.6177315,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,19,3,2,3,3,3,3,1,[3.1974989000009373],[3.1975103999720886],2,3,19,3,141.145849,,,,,,,,,141.1301653,141.145849,141.6293148,141.6294556,141.6454886,143.0610719,3,3,143.0620522,143.0773119,144.2913735,144.2913735,144.3245948,144.4075486,147.6055748,3,3,1,[3.1974989000009373],[3.1975103999720886],141.6454886,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,20,4,2,1,5,1,7,1,[2.714120600023307],[2.714136500027962],2,4,20,4,147.6224285,,,,,,,,,147.6059436,147.6224285,148.10549,148.1055837,148.1221617,149.5384102,1,5,149.5393729,149.5545382,150.7681916,150.7681916,150.801455,150.8682715,153.5830994,1,7,1,[2.714120600023307],[2.714136500027962],148.1221617,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,21,5,2,1,2,1,2,1,[2.7306087999604642],[2.730619099922478],2,5,21,5,153.6000855,,,,,,,,,153.5836458,153.6000855,154.0836045,154.0837188,154.0992229,155.5157371,1,2,155.5167097,155.531741,156.7451658,156.7451658,156.7783257,156.8454573,159.5766246,1,2,1,[2.7306087999604642],[2.730619099922478],154.0992229,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
7,5,5,10,22,6,2,2,4,2,4,1,[4.679629700025544],[4.679645600030199],2,6,22,6,159.5941599,,,,,,,,,159.5770083,159.5941599,160.0774021,160.0775361,160.0938015,161.5097862,2,4,161.5107573,161.5258238,162.7392702,162.7392702,162.7728932,162.8391761,167.5194915,2,4,1,[4.679629700025544],[4.679645600030199],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
8,8,5,13,23,7,2,4,9,4,8,1,[4.01414320000913],[4.014153999974951],2,7,23,7,167.5362004,,,,,,,,,167.5200014,167.5362004,168.0198284,168.0200233,168.0354227,169.4511627,4,9,169.4521418,169.4678932,170.6817962,170.6817962,170.7150631,170.7816549,174.7963327,4,8,1,[4.01414320000913],[4.014153999974951],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
1,2,4,6,24,0,3,7,1,1,7,1,[3.4148316000355408],[3.414847500040196],3,0,24,0,174.8119448,,,,,,,,,174.7967101,174.8119448,175.2958868,175.2959922,175.3118628,176.7276761,7,1,176.7286217,176.7438151,177.9574953,177.9574953,177.9907218,178.0578777,181.4734239,1,7,1,[3.4148316000355408],[3.414847500040196],175.3118628,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
2,3,4,7,25,1,3,7,3,7,3,1,[4.197769599966705],[4.1977864999789745],3,1,25,1,181.4892619,,,,,,,,,181.4739405,181.4892619,181.9724723,181.9725867,181.9888396,183.4046704,7,3,183.4056397,183.4198755,184.6347399,184.6347399,184.6347399,184.7342273,188.9327056,7,3,1,[4.197769599966705],[4.1977864999789745],181.9888396,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,26,2,3,1,4,5,7,1,[7.077313799993135],[7.077325699967332],3,2,26,2,188.9484687,,,,,,,,,188.9332399,188.9484687,189.4319533,189.4320709,189.4477861,190.8640453,1,4,190.8650064,190.8798664,192.0938236,192.0938236,192.1271136,192.1934597,199.2713441,5,7,1,[7.077313799993135],[7.077325699967332],189.4477861,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,27,3,3,4,1,4,1,1,[3.930475000059232],[3.9304910000646487],3,3,27,3,199.2879897,,,,,,,,,199.2717235,199.2879897,199.7716861,199.7718025,199.7867959,201.2030104,4,1,201.2039909,201.219546,202.4331695,202.4331695,202.4331695,202.5330809,206.4643016,4,1,1,[3.930475000059232],[3.9304910000646487],199.7867959,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,28,4,3,7,4,7,4,1,[3.0147345000877976],[3.014744900050573],3,4,28,4,206.4810689,,,,,,,,,206.4648276,206.4810689,206.9645307,206.9646526,206.9809489,208.3962702,7,4,208.3972367,208.4123478,209.6264429,209.6264429,209.6596523,209.7262758,212.7415751,7,4,1,[3.0147345000877976],[3.014744900050573],206.9809489,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,29,5,3,9,4,9,3,1,[3.397199200000614],[3.3972147000022233],3,5,29,5,212.7582414,,,,,,,,,212.7419459,212.7582414,213.2415654,213.2416782,213.2577762,214.673708,9,4,214.6746748,214.6891781,215.9035048,215.9035048,215.9035048,216.003554,219.4014826,9,3,1,[3.397199200000614],[3.3972147000022233],213.2577762,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
7,5,5,10,30,6,3,6,7,6,7,1,[2.7152780999895185],[2.7152885000687093],3,6,30,6,219.4181097,,,,,,,,,219.4020039,219.4181097,219.9020218,219.9021377,219.9177393,221.3338785,6,7,221.3348436,221.3495721,222.5636887,222.5636887,222.5636887,222.6634482,225.3793076,6,7,1,[2.7152780999895185],[2.7152885000687093],219.9177393,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
8,8,5,13,31,7,3,3,5,3,5,1,[3.6976333999773487],[3.697649999987334],3,7,31,7,225.3949872,,,,,,,,,225.3796834,225.3949872,225.879096,225.8796168,225.8946531,227.3108358,3,5,227.311801,227.3270016,228.540998,228.540998,228.5742809,228.6402757,232.3386381,3,5,1,[3.6976333999773487],[3.697649999987334],225.8946531,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
1,2,4,6,32,0,4,2,5,2,1,1,[3.8305934999370947],[3.8306094999425113],4,0,32,0,232.3555098,,,,,,,,,232.3391436,232.3555098,232.8384436,232.8385597,232.8547091,234.2706126,2,5,234.2715908,234.2868506,235.5007488,235.5007488,235.5340378,235.6002858,239.4316377,2,1,1,[3.8305934999370947],[3.8306094999425113],232.8547091,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
2,3,4,7,33,1,4,3,2,3,2,1,[6.746017300058156],[6.746034100069664],4,1,33,1,239.4484184,,,,,,,,,239.4321784,239.4484184,239.9321533,239.9322673,239.9471608,241.3638199,3,2,241.3651208,241.3793559,242.5937487,242.5937487,242.5937487,242.6936324,249.4404003,3,2,1,[6.746017300058156],[6.746034100069664],239.9471608,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,34,2,4,8,6,6,7,1,[3.5656420999439433],[3.565652500023134],4,2,34,2,249.4549796,,,,,,,,,249.4409189,249.4549796,249.9382135,249.9383324,249.9540859,251.3700173,8,6,251.3710188,251.3861461,252.5999838,252.5999838,252.5999838,252.6999086,256.2661374,6,7,1,[3.5656420999439433],[3.565652500023134],249.9540859,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,35,3,4,5,1,5,1,1,[3.330431399983354],[3.330447699991055],4,3,35,3,256.2814938,,,,,,,,,256.2665164,256.2814938,256.7656938,256.7658101,256.7815921,258.1965178,5,1,258.1973296,258.2127756,259.4269729,259.4269729,259.4269729,259.5268495,262.8580539,5,1,1,[3.330431399983354],[3.330447699991055],256.7815921,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,36,4,4,5,3,5,7,1,[3.514238000032492],[3.514254500041716],4,4,36,4,262.874755,,,,,,,,,262.8585776,262.874755,263.358651,263.3587802,263.3741169,264.7906649,5,3,264.7916426,264.806564,266.0208945,266.0208945,266.0533664,266.1200211,269.6350412,5,7,1,[3.514238000032492],[3.514254500041716],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,37,5,4,3,7,3,7,1,[3.3309560999041423],[3.330974999931641],4,5,37,5,269.6517631,,,,,,,,,269.6355627,269.6517631,270.1513876,270.1515809,270.1681765,271.5670205,3,7,271.5680445,271.5826645,272.7967465,272.7967465,272.7967465,272.8965547,276.228412,3,7,1,[3.3309560999041423],[3.330974999931641],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
7,5,5,10,38,6,4,7,2,7,2,1,[5.028507800074294],[5.028524300083518],4,6,38,6,276.2449832,,,,,,,,,276.2293806,276.2449832,276.7285343,276.7286982,276.7446519,278.1604911,7,2,278.1614615,278.1765297,279.390775,279.390775,279.4237174,279.4905963,284.5198902,7,2,1,[5.028507800074294],[5.028524300083518],276.7446519,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
8,8,5,13,39,7,4,1,9,2,9,1,[2.8324470999650657],[2.832463499973528],4,7,39,7,284.5365112,,,,,,,,,284.5204409,284.5365112,285.0205347,285.0207984,285.0364112,286.4518876,1,9,286.4528409,286.4678693,287.6826249,287.6826249,287.7157993,287.7817957,290.6151068,2,9,1,[2.8324470999650657],[2.832463499973528],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
1,2,4,6,40,0,5,9,7,9,8,1,[3.9806632000254467],[3.9806738999905065],5,0,40,0,290.63091,,,,,,,,,290.6156205,290.63091,291.1148374,291.1149458,291.1305859,292.5459915,9,7,292.5467741,292.562405,293.7763538,293.7763538,293.8093629,293.8764094,297.8577065,9,8,1,[3.9806632000254467],[3.9806738999905065],291.1305859,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
2,3,4,7,41,1,5,4,2,4,1,1,[5.378690699930303],[5.378700700006448],5,1,41,1,297.8737416,,,,,,,,,297.8580901,297.8737416,298.3567716,298.3568658,298.3734612,299.7889146,4,2,299.7897687,299.8048488,301.0189568,301.0189568,301.0522355,301.1187253,306.4980284,4,1,1,[5.378690699930303],[5.378700700006448],298.3734612,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,42,2,5,6,2,6,2,1,[3.1166257000295445],[3.116636000107974],5,2,42,2,306.5146372,,,,,,,,,306.4984288,306.5146372,306.9982668,306.9983671,307.0142461,308.4308223,6,2,308.4316392,308.4462048,309.6600401,309.6600401,309.6938196,309.7605184,312.877802,6,2,1,[3.1166257000295445],[3.116636000107974],307.0142461,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,43,3,5,5,9,5,9,1,[3.632183799985796],[3.63219959998969],5,3,43,3,312.8915787,,,,,,,,,312.8781774,312.8915787,313.3753225,313.3754238,313.3918807,314.8073452,5,9,314.8081326,314.8235707,316.0376337,316.0376337,316.070802,316.1538772,319.7867859,5,9,1,[3.632183799985796],[3.63219959998969],313.3918807,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,44,4,5,2,5,2,1,1,[4.063041899935342],[4.063053200021386],5,4,44,4,319.8027022,,,,,,,,,319.7872322,319.8027022,320.3013432,320.3014872,320.3178201,321.7171103,2,5,321.7179914,321.7343006,322.9476687,322.9476687,322.980868,323.047201,327.110848,2,1,1,[4.063041899935342],[4.063053200021386],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,45,5,5,6,8,6,8,1,[3.1820329000474885],[3.1820430000079796],5,5,45,5,327.1272772,,,,,,,,,327.1112372,327.1272772,327.6113007,327.6114456,327.6269791,329.0430454,6,8,329.0439301,329.0593219,330.2733399,330.2733399,330.2733399,330.3726788,333.5553272,6,8,1,[3.1820329000474885],[3.1820430000079796],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
7,5,5,10,46,6,5,3,3,3,3,1,[3.365628600004129],[3.3656385000795126],5,6,46,6,333.5710845,,,,,,,,,333.5556939,333.5710845,334.0550051,334.0550981,334.07009,335.4867075,3,3,335.4874894,335.5037961,336.7173787,336.7173787,336.7504599,336.8169,340.1831447,3,3,1,[3.365628600004129],[3.3656385000795126],334.07009,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
8,8,5,13,47,7,5,4,7,4,7,1,[2.997389599913731],[2.997402200009674],5,7,47,7,340.1981111,,,,,,,,,340.1835228,340.1981111,340.6980483,340.6981771,340.7143406,342.1137949,4,7,342.1146442,342.1290829,343.3437771,343.3437771,343.3437771,343.4436705,346.4417172,4,7,1,[2.997389599913731],[2.997402200009674],,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
1,2,4,6,48,0,6,5,2,5,9,1,[3.3309477999573573],[3.330958200036548],6,0,48,0,346.4580769,,,,,,,,,346.4421161,346.4580769,346.9416863,346.9417894,346.9581679,348.3743892,5,2,348.3752359,348.3904838,349.6043167,349.6043167,349.6374968,349.7041374,353.035708,5,9,1,[3.3309477999573573],[3.330958200036548],346.9581679,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
2,3,4,7,49,1,6,5,7,5,7,1,[3.3976051999488845],[3.3976219999603927],6,1,49,1,353.0518603,,,,,,,,,353.0360772,353.0518603,353.5355058,353.5356212,353.5517061,354.9676104,5,7,354.9686382,354.9843686,356.1973339,356.1973339,356.2309441,356.2974593,359.6958386,5,7,1,[3.3976051999488845],[3.3976219999603927],353.5517061,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
3,5,4,9,50,2,6,8,3,8,3,1,[5.178948900080286],[5.178965600091033],6,2,50,2,359.7128809,,,,,,,,,359.69627,359.7128809,360.1960052,360.1961059,360.2114317,361.6272964,8,3,361.6281558,361.6436695,362.8581627,362.8581627,362.8758323,362.9741444,368.1539461,8,3,1,[5.178948900080286],[5.178965600091033],360.2114317,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
4,8,4,12,51,3,6,7,5,7,5,1,[3.397406099946238],[3.3974191999295726],6,3,51,3,368.170295,,,,,,,,,368.1544693,368.170295,368.6537158,368.6538312,368.6698122,370.0856686,7,5,370.0866247,370.1018713,371.3157344,371.3157344,371.3157344,371.4156695,374.8137393,7,5,1,[3.397406099946238],[3.3974191999295726],368.6698122,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
5,2,5,7,52,4,6,5,5,5,8,1,[3.8973582999315113],[3.897375399945304],6,4,52,4,374.8302313,,,,,,,,,374.8141128,374.8302313,375.3138497,375.3139521,375.3297988,376.7459512,5,5,376.7467814,376.7617326,377.976043,377.976043,377.976043,378.07581,381.9740113,5,8,1,[3.8973582999315113],[3.897375399945304],375.3297988,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
6,3,5,8,53,5,6,3,6,3,6,1,[2.8653382000047714],[2.8653555000200868],6,5,53,5,381.989865,,,,,,,,,381.9745382,381.989865,382.4741348,382.4742513,382.4901831,383.9054598,3,6,383.9065806,383.9213897,385.1351924,385.1351924,385.1351924,385.2521654,388.1183644,3,6,1,[2.8653382000047714],[2.8653555000200868],382.4901831,,,,,,,,p5,1,2025-11-23_20h42.17.638,untitled,,2025.1.1,59.32141052,2025-11-23 20h42.25.415404 +0530
